"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"CUEVAMIL"	"Neotoma"	522	536	"Cueva Milodon"	-51.5833	-72.6333	50	"South America"	"Cave"	"Raw"	9	"AWI"	9	12567	15536	371.1	2969	"Cave N Puerto Natales, Ultima Esperanza. Physiography: large cave in conglomerate facing west. Surrounding vegetation: Nothofagus pumilio woodland."	"1973-01-01 00:00:00"	"Markgraf, V., 1985. Late Pleistocene faunal extinctions in southern Patagonia. Science, 228(4703), pp.1110-1112."	"https://doi.org/10.1126/science.228.4703.1110"	"Salmi, M., 1955. Additional information on the findings in the Mylodon cave at Ultima Esperanza. Acta Geografica, 14, pp.314-333."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"CUMBREUN"	"Neotoma"	523	537	"Cumbre Unduavi"	-16.35	-68.0417	4620	"South America"	"Peat"	"Raw"	38	"AWI"	5	-18	13934	377.1	13952	NA	NA	"Graf, K., 1992. Pollendiagramme aus den Anden: Eine Synthese zur Klimageschichte und Vegetationsentwicklung seit der letzten Eiszeit. Physische Geographie 34. Universitat Zurich-Irchel, Geographisches Institut, Zurich, Switzerland (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CURUCAA"	"Neotoma"	526	540	"Lagoa da Curuca"	-0.76553	-47.8559	35	"South America"	"Lake"	"Raw"	18	"AWI"	3	10897	13672	163.2	2775	"Lake. Physiography: isolated lake, 15 km from the Atlantic. Surrounding vegetation: Amazon rain forest."	"1994-06-01 00:00:00"	"Behling, H., 1996. First report on new evidence for the occurrence of Podocarpus and possible human presence at the mouth of the Amazon during the Late-glacial. Vegetation History and Archaeobotany, 5(3), pp.241-246."	"https://doi.org/10.1007/BF00217501"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	312071.6	"Google Earth"	NA
"LegacyPollen_1.0"	"DASPATAS"	"Neotoma"	532	547	"Lagoa das Patas"	0.266667	-66.6833	300	"South America"	"Lake"	"Raw"	49	"AWI"	12	-51	53873	1123.4	53924	"Lake, 300m x 7m on low inselberg. Physiography: small closed basin with flat bottom. Surrounding vegetation: dense, lowland tropical rain forest."	NA	"Colinvaux, P.A., de Oliveira, P.E., Moreno, J.E., Miller, M.C. and Bush, M.B., 1996. A long pollen record from lowland Amazonia: forest and cooling in glacial times. Science, 274(5284), pp.85-88."	"https://doi.org/10.1126/science.274.5284.85"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"GERAIS"	"Neotoma"	843	872	"Serra Campos Gerais"	-24.6667	-50.2167	1200	"South America"	"Peat"	"Raw"	37	"AWI"	4	-53	14618	407.5	14671	"Peat bog. Physiography: highland plain, next to a river vally. Surrounding vegetation: farmland."	"1994-12-01 00:00:00"	"Behling, H., 1997. Late Quaternary vegetation, climate and fire history of the Araucaria forest and campos region from Serra Campos Gerais, ParanaState (South Brazil). Review of palaeobotany and palynology, 97(1-2), pp.109-121."	"https://doi.org/10.1016/S0034-6667(96)00065-6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"ITAPEVA"	"Neotoma"	1120	1154	"Morro de Itapeva"	-22.7833	-45.5333	1850	"South America"	"Peat"	"Raw"	43	"AWI"	9	-51	39597	944	39648	"Peat bog. Physiography: small basin,next to the steep escarpment. Surrounding vegetation: Araucaria forest and campos."	"1993-08-01 00:00:00"	"Behling, H., 1997. Late Quaternary vegetation, climate and fire history from the tropical mountain region of Morro de Itapeva, SE Brazil. Palaeogeography, Palaeoclimatology, Palaeoecology, 129(3-4), pp.407-422."	"https://doi.org/10.1016/S0031-0182(97)88177-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KATANTI"	"Neotoma"	1406	1443	"Katantica"	-14.8	-69.1833	4820	"South America"	"Peat"	"Raw"	21	"AWI"	3	-1	8510	425.6	8511	NA	NA	"Graf, K., 1992. Pollendiagramme aus den Anden: Eine Synthese zur Klimageschichte und Vegetationsentwicklung seit der letzten Eiszeit. Physische Geographie 34. Universitat Zurich-Irchel, Geographisches Institut, Zurich, Switzerland (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LAGOMOR1"	"Neotoma"	1538	1578	"Lago Moreno"	-41.0583	-71.5167	800	"South America"	"Lake"	"Raw"	37	"AWI"	3	1923	16486.5	404.5	14563.5	"Small lake near Lago Nahuel Huapi. Physiography: glaciated region of southern Andes. Surrounding vegetation: Nothofagus dombeyi/Austrocedrus forest."	"1980-01-01 00:00:00"	"Valencio, D.A., Sinito, A.M., Creer, K.M., Mazzoni, M.M., Alonso, M.S. and Markgraf, V., 1985. Paleomagnetism, Sedimentology, Radiocarbon Age Determinations and Palynology of the Llao--Llao Area, Southwestern Argentina (lat. 41S, long. 7130'W): Paleolimnological aspects. Quaternary of South America and Antarctic Peninsula, 3, pp.109-147."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	361970.2	"Google Earth"	NA
"LegacyPollen_1.0"	"LAGSAL"	"Neotoma"	1539	1579	"Laguna Salinas"	-16.4	-71.15	4300	"South America"	"Peat"	"Raw"	9	"AWI"	2	-65	17866	2241.4	17931	"Peat bog at lake border. Physiography: high andean basin, surrounded by volcano. Surrounding vegetation: puna steppe."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LAMISION"	"Neotoma"	1565	1610	"La Mision"	-53.5	-67.8333	5	"South America"	"Peat"	"Raw"	63	"AWI"	5	-65	11057	179.4	11122	"Marsh around lagune in creek valley. Physiography: unglaciated Tertiary landforms. Surrounding vegetation: steppe."	"1975-02-01 00:00:00"	"Markgraf, V., 1983. Late and postglacial vegetational and paleoclimatic changes in subantarctic, temperate, and arid environments in Argentina. Palynology, 7(1), pp.43-70."	"https://doi.org/10.1080/01916122.1983.9989252"	"Markgraf, V., 1993. Paleoenvironments and paleoclimates in Tierra del Fuego and southernmost Patagonia, South America. Palaeogeography, Palaeoclimatology, Palaeoecology, 102(1-2), pp.53-68."	"https://doi.org/10.1016/0031-0182(93)90005-4"	"Markgraf, V., 1980. New data on the late- and postglacial history of La Mision, Tierra del Fuego, Argentina. Proceedings IV International Palynological Conference, 3, pp.68-74."	NA	"Markgraf, V., 1980. Nuevos datos para la historia vegetacional del Tardiglacial y Postglacial de \"La Mision\" Tierra del Fuego. Memorias del 3er. Coloquio de Paleobotanica y Palinologia. Instituto Nacional de Antropologia. Mexico, DF, Mexico, 86, pp.75-81."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LDOPIRES"	"Neotoma"	1575	1621	"Lago do Pires"	-17.9479	-42.2115	390	"South America"	"Lake"	"Raw"	77	"AWI"	6	-52	11122	147	11174	"Natural lake surrounded by small mounten. Physiography: foothill area. Surrounding vegetation: farm land."	"1993-08-01 00:00:00"	"Behling, H., 1995. A high resolution Holocene pollen record from Lago do Pires, SE Brazil: vegetation, climate and fire history. Journal of Paleolimnology, 14(3), pp.253-268."	"https://doi.org/10.1007/BF00682427"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LHUATACO"	"Neotoma"	1584	1631	"Laguna Huatacocha"	-10.7836	-76.5946	4500	"South America"	"Lake"	"Raw"	37	"AWI"	3	-21	11914	331.5	11935	"Lake on glacial moraine. Physiography: intermontane valley in W. cordillera. Surrounding vegetation: ichu grass."	NA	"Hansen, B.C., Wright Jr, H.E. and Bradbury, J.P., 1984. Pollen studies in the Junin area, central Peruvian Andes. Geological Society of America Bulletin, 95(12), pp.1454-1465."	"https://doi.org/10.1130/0016-7606(1984)95<1454:PSITJA>2.0.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LJERONIM"	"Neotoma"	1595	1646	"Laguna Jeronimo"	-11.7833	-75.2167	4450	"South America"	"Peat"	"Raw"	40	"AWI"	3	-58	12736	328.1	12794	"Moraine dammed lake. Physiography: Eastern Cordillera of the Andes. Surrounding vegetation: Ichu grass."	NA	"Hansen, B.C., Seltzer, G.O. and Wright Jr, H.E., 1994. Late Quaternary vegetational change in the central Peruvian Andes. Palaeogeography, Palaeoclimatology, Palaeoecology, 109(2-4), pp.263-285."	"https://doi.org/10.1016/0031-0182(94)90179-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"LJUNIN1"	"Neotoma"	1596	1647	"Laguna Junin"	-11	-76.1667	4100	"South America"	"Lake"	"Raw"	77	"AWI"	8	1243	49269	631.9	48026	"Large moraine and outwash dammed lake. Physiography: Junin Plain between E and W cordilleras. Surrounding vegetation: Ichu grass."	NA	"Hansen, B.C., Wright Jr, H.E. and Bradbury, J.P., 1984. Pollen studies in the Junin area, central Peruvian Andes. Geological Society of America Bulletin, 95(12), pp.1454-1465."	"https://doi.org/10.1130/0016-7606(1984)95<1454:PSITJA>2.0.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LMILLOC"	"Neotoma"	1603	1654	"Laguna Milloc"	-11.5775	-76.3565	4325	"South America"	"Lake"	"Raw"	16	"AWI"	3	251	13979	915.2	13728	NA	NA	"Graf, K., 1992. Pollendiagramme aus den Anden: Eine Synthese zur Klimageschichte und Vegetationsentwicklung seit der letzten Eiszeit. Physische Geographie 34. Universitat Zurich-Irchel, Geographisches Institut, Zurich, Switzerland (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"LPOMACOC"	"Neotoma"	1621	1674	"Laguna Pomacocha"	-11.75	-75.25	4450	"South America"	"Lake"	"Raw"	17	"AWI"	2	-53	12404	778.6	12457	"Moraine dammed lake. Physiography: Eastern Cordillera of the Andes. Surrounding vegetation: Ichu grass."	NA	"Hansen, B.C.S., Seltzer, G.O. and Wright Jr, H.E., 1994. Late Quaternary vegetational change in the central Peruvian Andes. Palaeogeography, Palaeoclimatology, Palaeoecology, 109(2-4), pp.263-285."	"https://doi.org/10.1016/0031-0182(94)90179-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Laguna Pomacocha is 80 km away. can't find a basin closeby."
"LegacyPollen_1.0"	"LTUCTUA"	"Neotoma"	1625	1679	"Laguna Tuctua"	-11.6667	-75	4250	"South America"	"Lake"	"Raw"	44	"AWI"	3	-67	17302	403.9	17369	"Moraine dammed lake. Physiography: easternmost ridge of Eastern Cordillera. Surrounding vegetation: Ichu grass."	NA	"Hansen, B.C.S., Seltzer, G.O. and Wright Jr, H.E., 1994. Late Quaternary vegetational change in the central Peruvian Andes. Palaeogeography, Palaeoclimatology, Palaeoecology, 109(2-4), pp.263-285."	"https://doi.org/10.1016/0031-0182(94)90179-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"MALLINBO"	"Neotoma"	1639	1694	"Mallin Book"	-41.3333	-71.5833	800	"South America"	"Peat"	"Raw"	63	"AWI"	9	319	16860	266.8	16541	"Sedge bog behind L. Mascardi beach. Physiography: glacially carved valley. Surrounding vegetation: Nothofagus dombeyi/Austrocedrus forest."	"1975-02-01 00:00:00"	"Markgraf, V., 1983. Late and postglacial vegetational and paleoclimatic changes in subantarctic, temperate, and arid environments in Argentina. Palynology, 7(1), pp.43-70."	"https://doi.org/10.1080/01916122.1983.9989252"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MASCARDI"	"Neotoma"	1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.4667	800	"South America"	"Peat"	"Raw"	61	"AWI"	3	83	11169	184.8	11086	"Bog. Physiography: sediments deposited in morainedamed lake. Surrounding vegetation: Mixed Nothfagus dombeyi-Austrocedrus chi."	"1958-01-01 00:00:00"	"Markgraf, V., 1983. Late and postglacial vegetational and paleoclimatic changes in subantarctic, temperate, and arid environments in Argentina. Palynology, 7(1), pp.43-70."	"https://doi.org/10.1080/01916122.1983.9989252"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MIRANDA"	"Neotoma"	1702	1758	"Paramo de Miranda"	8.916667	-70.8333	3290	"South America"	"Peat"	"Raw"	37	"AWI"	4	327	17752	484	17425	"Bog. Physiography: fluvio-glacial terrace. Surrounding vegetation: superparamo grasslands."	NA	"Salgado-Labouriau, M.L., Rull, V., Schubert, C. and Va, S., 1988. The establishment of vegetation after late Pleistocene deglaciation in the Paramo de Miranda, Venezuelan Andes. Review of Palaeobotany and palynology, 55(1-3), pp.5-17."	"https://doi.org/10.1016/0034-6667(88)90052-8"	"Salgado-Labouriau, M.L., 1987. Sequence of colonization by plants in the Venezuelan Andes after the last Pleistocene glaciation. Journal of palynology, 23, pp.189-204."	NA	"Salgado-Labouriau, M.L., 1991. Vegetation and climatic changes in the Merida Andes during the last 13,000 years. Boletim Instituto de Geociencias, Universidade de Sao Paulo, 8, pp.159-170."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MORENOGL"	"Neotoma"	1714	1771	"Moreno Glacier Bog"	-50.4667	-73	200	"South America"	"Peat"	"Raw"	37	"AWI"	2	-68	10787	301.5	10855	"Peatbog in valley east Moreno Gl.lookout. Physiography: glacier carved valley. Surrounding vegetation: Nothofagus pumilio forest."	"1975-01-01 00:00:00"	"Mercer, J.H. and Ager, T.A., 1983. Glacial and floral changes in southern Argentina since 14,000 years ago. National Geographic Society Research Reports, 15, pp.457-477."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"NEVADASA"	"Neotoma"	1737	1795	"Nevado Sabancaya"	-16.2167	-71.0833	4300	"South America"	"Lake"	"Raw"	9	"AWI"	3	8560	10918	294.8	2358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"PEDEN2"	"Neotoma"	1817	1880	"Puerto Eden"	-49.1333	-74.4167	50	"South America"	"Peat"	"Raw"	24	"AWI"	3	-69	17344	757.1	17413	"Bog behind moraines. Physiography: Chilean Channels. Surrounding vegetation: moorland/temp. rainforest."	NA	"Ashworth, A.C., Markgraf, V. and Villagran, C., 1991. Late Quaternary climatic history of the Chilean Channels based on fossil pollen and beetle analyses, with an analysis of the modern vegetation and pollen rain. Journal of Quaternary Science, 6(4), pp.279-291."	"https://doi.org/10.1002/jqs.3390060403"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"PGRANDE"	"Neotoma"	1828	1892	"Poco Grande"	-26.4167	-48.8667	10	"South America"	"Lake"	"Raw"	41	"AWI"	4	-39	5698	143.4	5737	"Deposits of lake sediments and peat bog. Physiography: coastal lowland. Surrounding vegetation: Atlantic lowland rain forest."	"1989-10-12 00:00:00"	"Behling, H., 1993. Untersuchungen zur spatpleistozanen und holozanen Vegetations- und Klimageschichte der tropischen Kustenwalder und der Araukarienwalder in Santa Catarina (Sudbrasilien). Dissertationes Botanicae 206. J Cramer, Berlin Stuttgart, Germany (in German)."	NA	"Behling, H., 1995. Investigations into the Late Pleistocene and Holocene history of vegetation and climate in Santa Catarina (S Brazil). Vegetation History and Archaeobotany, 4(3), pp.127-152."	"https://doi.org/10.1007/BF00203932"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"PIEDRABL"	"Neotoma"	1830	1894	"Paramo de Piedras Blancas"	9.166667	-70.8333	4080	"South America"	"Peat"	"Raw"	30	"AWI"	2	-44	1154	41.3	1198	"Peat bog in superparamo vegetation. Physiography: glacial cirque. Surrounding vegetation: superparamo with Coespeletia."	NA	"Rull, V., Salgado-Labouriau, M.L., Schubert, C. and Valastro Jr, S., 1987. Late Holocene temperature depression in the Venezuelan Andes: Palynological evidence. Palaeogeography, palaeoclimatology, palaeoecology, 60, pp.109-121."	"https://doi.org/10.1016/0031-0182(87)90027-7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
