"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"BAMBILI1"	"Neotoma"	23662	40940	"Bambili 1"	5.93487	10.24383	2273	"Africa"	"Lake"	"Raw"	174	"AWI"	18	-11.5	20353	117.7	20364.5	"Crater lake"	"2007-02-01 00:00:00"	"Assi-Kaudjhis, C., 2012. Vegetation evolution in the mountains of Cameroon during the last 20 000 years: pollen analysis of Lake Bambili sediments. In: Forest ecosystems: more than just trees ed by J.A. Blanco (pp.137-164). InTech, Rijeka, Croatia."	"https://doi.org/10.5772/30158"	"Izumi, K. and Lezine, A.M., 2016. Pollen-based biome reconstructions over the past 18,000 years and atmospheric CO2 impacts on vegetation in equatorial mountains of Africa. Quaternary Science Reviews, 152, pp.93-103."	"https://doi.org/10.1016/j.quascirev.2016.09.023"	"Lezine, A.M., Holl, A.F.C., Lebamba, J., Vincens, A., Assi-Khaudjis, C., Fevrier, L. and Sultan, E., 2013. Temporal relationship between Holocene human occupation and vegetation change along the northwestern margin of the Central African rainforest. Comptes Rendus Geoscience, 345(7-8), pp.327-335."	"https://doi.org/10.1016/j.crte.2013.03.001"	"Lezine, A.M., Assi-Kaudjhis, C., Roche, E., Vincens, A. and Achoundong, G., 2013. Towards an understanding of West African montane forest response to climate change. Journal of Biogeography, 40(1), pp.183-196."	"https://doi.org/10.1111/j.1365-2699.2012.02770.x"	"Lezine, A.M., Izumi, K., Kageyama, M. and Achoundong, G., 2019. A 90,000-year record of Afromontane forest responses to climate change. Science, 363(6423), pp.177-181."	"https://doi.org/10.1126/science.aav6821"	NA	NA	NA	NA	NA	NA	186714.7	"Google Earth"	NA
"LegacyPollen_1.0"	"BAMBILI2"	"Neotoma"	23664	40945	"Bambili 2"	5.925715	10.24339	2323	"Africa"	"Peat"	"Raw"	140	"AWI"	16	21527	89999	492.6	68472	"Bambili upper crater (swamp)"	"2010-01-01 00:00:00"	"Lezine, A.M., Izumi, K., Kageyama, M. and Achoundong, G., 2019. A 90,000-year record of Afromontane forest responses to climate change. Science, 363(6423), pp.177-181."	"https://doi.org/10.1126/science.aav6821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MAS1TR4C3"	"Neotoma"	23761	41127	"Mare aux Songes"	-20.448	57.69236	10	"Africa"	"Peat"	"Raw"	14	"AWI"	5	4036	4372	25.8	336	"Site is a wetland in a 10-m deep elongated collapsed lava tunnel, formed after a phreatomagmatic explosion that occurred between 100,000 and 20,000 years ago."	"2010-08-01 00:00:00"	"de Boer, E.J., Velez, M.I., Rijsdijk, K.F., de Louw, P.G., Vernimmen, T.J., Visser, P.M., Tjallingii, R. and Hooghiemstra, H., 2015. A deadly cocktail: How a drought around 4200 cal. yr BP caused mass mortality events at the infamous 'dodo swamp'in Mauritius. The Holocene, 25(5), pp.758-771."	"https://doi.org/10.1177/0959683614567886"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"02DIOGO"	"Neotoma"	23750	41181	"Diogo"	15.26667	-16.8	8	"Africa"	"Dune"	"Raw"	62	"AWI"	6	747	16273	254.5	15526	"Niayes interdune depression. Physiography: Sand and red dunes. Surrounding vegetation: Hygrophile vegetation in interdune."	"1983-01-01 00:00:00"	"Lezine, A.M., 1987. Paleoenvironnements vegetaux d'Afrique nord-tropicale occidentale depuis 12 000 B.P.: analyse pollinique de series sedimentaires continentales (Senegal- Mauritanie). Doctoral dissertation. Universite Aix-Marseille II, Marseille, France."	NA	"Lezine, A.M., 1988. Les variations de la couverture forestiere mesophile d'Afrique occidentale au cours de l'Holocene. Comptes rendus de l'Academie des sciences. Serie 2, Mecanique, Physique, Chimie, Sciences de l'univers, Sciences de la Terre, 307(4), pp.439-445 (in French)."	NA	"Lezine, A.M. and Chateauneuf, J.J., 1991. Peat in the \"Niayes\" of Senegal: depositional environment and Holocene evolution. Journal of African Earth Sciences, 12(1-2), pp.171-179."	"https://doi.org/10.1016/0899-5362(91)90067-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"GARATOUE"	"Neotoma"	23779	41185	"Garaat El-Ouez"	36.81833	8.333333	45	"Africa"	"Peat"	"Raw"	48	"AWI"	5	317	20331	425.8	20014	"Marsh. Physiography: Depression. Vegetation formation: Thermo-mediterranean climate."	"1998-01-01 00:00:00"	"Benslama, M., Andrieu-Ponel, V., Guiter, F., Reille, M., de Beaulieu, J.L., Migliore, J. and Djamali, M., 2010. Nouvelles contributions a l'histoire tardiglaciaire et holocene de la vegetation en Algerie: analyses polliniques de deux profils sedimentaires du complexe humide d'El-Kala. Comptes Rendus Biologies, 333(10), pp.744-754."	"https://doi.org/10.1016/j.crvi.2010.08.002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"02GUIERS"	"Neotoma"	23782	41191	"Lake Guiers"	16.23568	-15.8629	0	"Africa"	"Lake"	"Raw"	30	"AWI"	2	52	10228	350.9	10176	"Lake Guiers is located in a depression between Pleistocene dunes of Ogolian age at the mouth of the Ferlo River, a former tributary of the Senegal River, which current feeds the lake via the Taoue channel. The lake is natural, but today is highly controlled by dams. An initial dam was built in 1916 to prevent saltwater inflow. Currently, water level is regulated by the Richard-Toll dam on the north and Keur Momar Sarr's Dike on the south. The upland vegetation is Sahelian savanna with Acacia raddiana, A. seyal, A. senegal, Balanites aegyptiaca, species of the Capparidaceae, Combretaceae, and Poaceae. Shoreline floodplain vegetation includes Tamarix senegalensis, Typha australis, Jussiaea repens, Phragmites vulgaris, Pycreus mudtii, Vetiveria nigritana. Nymphaea lotus and Pistia stratiotes grow in oopen water."	"1986-01-01 00:00:00"	"Lezine, A.M., 1987. Paleoenvironnements vegetaux d'Afrique nord-tropicale occidentale depuis 12 000 B.P.: analyse pollinique de series sedimentaires continentales (Senegal- Mauritanie). Doctoral dissertation. Universite Aix-Marseille II, Marseille, France."	NA	"Lezine, A.M., 1988. New pollen data from the Sahel, Senegal. Review of Palaeobotany and Palynology, 55(1-3), pp.141-154."	"https://doi.org/10.1016/0034-6667(88)90082-6"	"Lezine, A.M., 1989. Late Quaternary vegetation and climate of the Sahel. Quaternary Research, 32(3), pp.317-334."	"https://doi.org/10.1016/0033-5894(89)90098-7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26e+08	"Google Earth"	NA
"LegacyPollen_1.0"	"BOURDIM"	"Neotoma"	23784	41197	"Bourdim"	36.80333	8.253889	13	"Africa"	"Peat"	"Raw"	65	"AWI"	4	91	3044	46.1	2953	"Marsh. Physiography: Littoral wetland complex. Vegetation formation: Thermo-mediterranean climate."	"1998-01-01 00:00:00"	"Benslama, M., Andrieu-Ponel, V., Guiter, F., Reille, M., de Beaulieu, J.L., Migliore, J. and Djamali, M., 2010. Nouvelles contributions a l'histoire tardiglaciaire et holocene de la vegetation en Algerie: analyses polliniques de deux profils sedimentaires du complexe humide d'El-Kala. Comptes Rendus Biologies, 333(10), pp.744-754."	"https://doi.org/10.1016/j.crvi.2010.08.002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"ELKHALED"	"Neotoma"	23785	41199	"Oumm el-Khaled"	35.08333	7.6	970	"Africa"	"Peat"	"Raw"	12	"AWI"	2	166	5911	522.3	5745	"Marsh. Physiography: Calcareous rang: synclinal valley. Surrounding vegetation: Alfa steppe. Vegetation formation: Saharan sub-dersert."	"1983-01-01 00:00:00"	"Ritchie, J.C., 1984. Analyse pollinique de sediments holocenes superieurs des hauts plateaux du Maghreb oriental. Pollen et spores, 26(3-4), pp.489-496 (in French)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SMOM"	"Neotoma"	23814	41269	"Small Momela Lake"	-3.22745	36.89604	1440	"Africa"	"Lake"	"Raw"	39	"AWI"	5	329	7601	191.4	7272	"Alkaline lake located on the eastern flank of Mt. Meru (Mt. Ujamaa) formed by a lahar ~8000 cal yr BP. Vegetation immediatly surrounding the lake is evergreen forest with Olea hochstetteri and Diospyros abysinnica. Regional vegetation is grassland and mixed scrub."	"1969-01-01 00:00:00"	"Bolick, M.R., 1991. A vegetational history of the Mt. Ujamaa Lahar, Tanzania. Palynology, 15(1), pp.193-210."	"https://doi.org/10.1080/01916122.1991.9989395"	"Bolick, M.R., 1974. A vegetationnal history of the Mt Meru lahar, Tanzania. Master's thesis. Duke University, Durham, North Carolina, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	712783.4	"Google Earth"	NA
"LegacyPollen_1.0"	"TIGAL"	"Neotoma"	23816	41273	"Tigalmamine"	32.91	-5.34	1626	"Africa"	"Lake"	"Raw"	110	"AWI"	8	-46	12032	110.8	12078	"Lake in a cedar forest. Physiography: Middle Atlas. Surrounding vegetation: Cedar forest. Vegetation formation: Cedar forest."	"1986-01-01 00:00:00"	"Cheddadi, R., Lamb, H.F., Guiot, J. and van der Kaars, S., 1998. Holocene climatic change in Morocco: a quantitative reconstruction from pollen data. Climate dynamics, 14(12), pp.883-890."	"https://doi.org/10.1007/s003820050262"	"Lamb, H.F. and van der Kaars, S., 1995. Vegetational response to Holocene climatic change: pollen and palaeolimnological data from the Middle Atlas, Morocco. The Holocene, 5(4), pp.400-408."	"https://doi.org/10.1177/095968369500500402"	"Hamouti, N.E., Henry, L., Fontes, J.C. and Gasse, F., 1991. Changements hydroclimatiques abrupts dans le Moyen Atlas marocain depuis le dernier maximum glaciaire. Comptes-Rendus de l'Academie des Sciences, Paris, 313(2), pp.259-265 (in French)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64398.61	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"ALBITR1"	"Neotoma"	23821	41283	"Albitrunca Cliff"	-23.6635	15.26802	460	"Africa"	"Alluvial/Fluvial"	"Raw"	4	"AWI"	2	1120	1528	136	408	"Site is located in the Kuiseb River valley in the Namib Desert. Surrounding vegetation: Dense woodland along the river composed of Acacia erioloba and A. albida, Tamarix usneoides, Salvadora persica, Euclea pseudobenus, and Ziziphus mucronata."	"1989-01-01 00:00:00"	"Scott, L., 1996. Palynology of hyrax middens: 2000 years of palaeoenvironmental history in Namibia. Quaternary International, 33, pp.73-79."	"https://doi.org/10.1016/1040-6182(95)00093-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ALBITR2"	"Neotoma"	23821	41285	"Albitrunca Cliff"	-23.6635	15.26802	460	"Africa"	"Alluvial/Fluvial"	"Raw"	5	"AWI"	3	552	861.5	77.4	309.5	"Site is located in the Kuiseb River valley in the Namib Desert. Surrounding vegetation: Dense woodland along the river composed of Acacia erioloba and A. albida, Tamarix usneoides, Salvadora persica, Euclea pseudobenus, and Ziziphus mucronata."	"1989-01-01 00:00:00"	"Scott, L., 1996. Palynology of hyrax middens: 2000 years of palaeoenvironmental history in Namibia. Quaternary International, 33, pp.73-79."	"https://doi.org/10.1016/1040-6182(95)00093-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ALB3PC"	"Neotoma"	23828	41298	"Lake Albert WHOI core 3PC"	1.52	30.575	619	"Africa"	"Lake"	"Raw"	25	"AWI"	4	-53	15672	655.2	15725	"Exoreic Lake. Surrounding vegetation: Savanna."	"1972-03-01 00:00:00"	"Hecky, R. and Degens, E., 1975. Late Pleistocene-Holocene chemical stratigraphy and paleolimnology of the Rift Valley lakes of Central Africa. Technical Report, Woods Hole Oceanographic Institution, Woods Hole, Massachusetts, USA."	NA	"Nakimera-Ssemmanda, I., 1991. Histoire des vegetations et du climat dans le rift occidental ougandais depuis 13 000 ans B.P. Etude palynologique de sequences sedimentaires des lacs Albert et Edouard. Memoire de l'Ecole Pratique des Hautes Etudes, Bordeaux (in French)."	NA	"Cohen, A.S., 1987. Fossil ostracodes from Lake Mobutu (Lake Albert): palaeoecologic and taphonomic implications. In: Palaeoecology of Africa and surrounding islands ed by K. Heine (pp. 271-281). Volume 18. A. A. Balkema, Rotterdam, The Netherlands."	NA	"Johnson, D.A. and Driscoll, A.H., 1975. Descriptions of WHOI seciment cores. Technical Report WHOI-75-8, Woods Hole, Massachusetts, USA."	"https://doi.org/10.1575/1912/5212"	"Beuning, K.R., Talbot, M.R. and Kelts, K., 1997. A revised 30,000-year paleoclimatic and paleohydrologic history of Lake Albert, East Africa. Palaeogeography, Palaeoclimatology, Palaeoecology, 136(1-4), pp.259-279."	"https://doi.org/10.1016/S0031-0182(97)00034-5"	"Williams, M., Talbot, M., Aharon, P., Salaam, Y.A., Williams, F. and Brendeland, K.I., 2006. Abrupt return of the summer monsoon 15,000 years ago: new supporting evidence from the lower White Nile valley and Lake Albert. Quaternary Science Reviews, 25(19-20), pp.2651-2665."	"https://doi.org/10.1016/j.quascirev.2005.07.019"	"Ssemmanda, I. and Vincens, A., 1993. Vegetation et climat dans le bassin du lac Albert (Ouganda, Zaire) depuis 13000 ans BP: Apport de la palynologie. Comptes rendus de l'Academie des sciences. Serie 2, Mecanique, Physique, Chimie, Sciences de l'univers, Sciences de la Terre, 316(4), pp.561-567 (in French)."	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"HARUB2"	"Neotoma"	23835	41314	"Harubes"	-23.665	15.33466	480	"Africa"	"Alluvial/Fluvial"	"Raw"	6	"AWI"	3	162	590	85.6	428	"Site is located in the Kuiseb River valley in the Namib Desert. Surrounding vegetation: Dense woodland along the river composed of Acacia erioloba and A. albida, Tamarix usneoides, Salvadora persica, Euclea pseudobenus, and Ziziphus mucronata."	"1989-01-01 00:00:00"	"Scott, L., 1996. Palynology of hyrax middens: 2000 years of palaeoenvironmental history in Namibia. Quaternary International, 33, pp.73-79."	"https://doi.org/10.1016/1040-6182(95)00093-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"BADDA"	"Neotoma"	23931	41582	"Badda bog"	7.866667	39.36667	4040	"Africa"	"Peat"	"Raw"	30	"AWI"	5	-22	13560.5	468.4	13582.5	"High altitude mire dominated by tussock-forming species (probably Cyperaceae) lying within a formerly glaciated valley on Mt. Badda in the Arussi Mountains. Site surrounded by Alchemilla scrub."	NA	"Hamilton, A.C., 1982. Environmental history of East Africa: a study of the Quaternary. In: Environmental history of East Africa: a study of the Quaternary ed by A.C. Hamilton (pp.111-191). Academic Press, London, United Kingdom."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MAHOMA"	"Neotoma"	23946	41619	"Mahoma Lake"	0.344245	29.96721	2960	"Africa"	"Lake"	"Raw"	54	"AWI"	3	424	19603	361.9	19179	"Kettle lake in the lower Mubuku-Bujuku Valley situated in a complex of termino-lateral Mahoma moraines. Physiography: Glacial lake. Surrounding vegetation: Arundinacea forest at the boundary of the bamboo zone of the montaine forest belt and the ericaceous belt. Smaller numbers of Podocarpus and Rapanea trees are prominant in the local vegetation."	"1960-07-01 00:00:00"	"Hamilton, A.C., 1982. Environmental history of East Africa: a study of the Quaternary. In: Environmental history of East Africa: a study of the Quaternary ed by A.C. Hamilton (pp.111-191). Academic Press, London, United Kingdom."	NA	"Livingstone, D.A., 1962. Age of deglaciation in the Ruwenzori Range, Uganda. Nature, 194(4831), pp.859-860."	"https://doi.org/10.1038/194860b0"	"Livingstone, D.A., 1967. Postglacial vegetation of the Ruwenzori Mountains in equatorial Africa. Ecological Monographs, 37(1), pp.25-52."	"https://doi.org/10.2307/1948481"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58908.6	"Google Earth"	NA
"LegacyPollen_1.0"	"CRAIG"	"Neotoma"	23950	41627	"Craigrossie"	-28.531	28.47147	1700	"Africa"	"Alluvial/Fluvial"	"Raw"	29	"AWI"	7	188	15348	541.4	15160	"Site is an anomalously wet, organic sequence of sediments belonging to a +10-m terrace on the north side of the Little Caledon River. Sediments derived from local swamps, floods, or slack water. Surrounding vegetation is grassland."	NA	"Scott, L., 1989. Late Quaternary vegetation history and climatic change in the eastern Orange Free State, South Africa. South African Journal of Botany, 55(1), pp.107-116."	"https://doi.org/10.1016/S0254-6299(16)31238-8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
