"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"ATO"	"Neotoma"	217	219	"Lac des Atocas"	45.54	-73.31	114	"Eastern North America"	"Lake"	"Raw"	46	"AWI"	4	-59	14076	314.1	14135	"Rock basin lake with marginal bog. Physiography: Hilly moraine. Surrounding vegetation: Caryo - Aceretum sacchari."	"1979-06-08 00:00:00"	"Gauthier, R., 1981. Histoire de la colonisation vegetale postglaciaire des Monteregiennes: deux sites du mont Saint-Bruno. Master's thesis. Universite de Montreal, Montreal, Quebec, Canada (in French)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5557.031	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"AXELAKE"	"Neotoma"	219	221	"Axe Lake"	45.39	-79.5	323	"Eastern North America"	"Lake"	"Raw"	37	"AWI"	3	-16	11380	316.6	11396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2442731	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"BAIRDIN"	"Neotoma"	222	224	"Baird Inlet [Rock Basin Lake]"	78.49167	-76.78	295	"Eastern North America"	"Lake"	"Raw"	23	"AWI"	3	-28	11543.5	526	11571.5	"Closed steep sided ice excavated basin. Physiography: granulite gneiss massif, valley glaciers. Surrounding vegetation: Empetrum/Vaccinium heath, mossy heaths."	"1979-01-01 00:00:00"	"Hyvarinen, H., 1985. Holocene pollen stratigraphy of Baird Inlet, east-central Ellesmere Island, arctic Canada. Boreas, 14(1), pp.19-32."	"https://doi.org/10.1111/j.1502-3885.1985.tb00884.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"BARCHAMP"	"Neotoma"	229	232	"Barchampe Lake"	30.63	-83.25	34	"Eastern North America"	"Lake"	"Raw"	64	"AWI"	2	-37	8514	135.7	8551	"Sinkhole pond. Physiography: Gulf Coastal Plain, level. Surrounding vegetation: pine/oak forest."	"1986-03-20 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161930.6	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BASEBALL"	"Neotoma"	233	236	"Baseball Bog"	47.23	-79.78	292	"Eastern North America"	"Lake"	"Raw"	40	"AWI"	2	11	11860	303.8	11849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86643.84	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BASTIEN"	"Neotoma"	235	238	"Lac Bastien"	46.4	-78.9167	305	"Eastern North America"	"Lake"	"Raw"	67	"AWI"	5	-37	10722	163	10759	"Glacial scour lake. Physiography: Canadian Shield. Surrounding vegetation: fir-maple-spruce-birch forest."	"1985-01-01 00:00:00"	"Bennett, K.D., 1987. Holocene history of forest trees in southern Ontario. Canadian Journal of Botany, 65(9), pp.1792-1801."	"https://doi.org/10.1139/b87-248"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83554.12	"GIS"	"Chenhzi: publication. Lake shapes: ? check in gis or take average of few lakes closeby. It is definitely a lake."
"LegacyPollen_1.0"	"BATTAGLI"	"Neotoma"	237	240	"Battaglia Bog"	41.14389	-81.3286	335	"Eastern North America"	"Peat"	"Raw"	14	"AWI"	3	11707	20212	654.2	8505	"Small fen in interlobate area. Physiography: Allegheny Plateau. Surrounding vegetation: agriculturally disturbed."	"1973-01-01 00:00:00"	"Shane, L.C., 1975. Palynology and Radiocaron Chronology of Battaglia Bog, Portage County, Ohio. The Ohio Journal of Science, 75(2), pp.96-102."	NA	"Shane, L.C., 1987. Late-glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, USA. Boreas, 16(1), pp.1-20."	"https://doi.org/10.1111/j.1502-3885.1987.tb00750.x"	"Shane, L.C. and Anderson, K.H., 1993. Intensity, gradients and reversals in late glacial environmental change in east-central North America. Quaternary Science Reviews, 12(5), pp.307-320."	"https://doi.org/10.1016/0277-3791(93)90039-O"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BEARBOG"	"Neotoma"	242	245	"Bear Bog"	47.18	-80.16	304	"Eastern North America"	"Peat"	"Raw"	27	"AWI"	3	4131	11136	269.4	7005	"Bog."	"1991-01-01 00:00:00"	"Gordon, D.L. and McAndrews, J.H., 1992. Field testing a model of paleohydrology for prehistoric site prediction at Lake Temagami, northeastern Ontario. Annual Archaeological Report, Ontario, 3, pp.80-86."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BER_neotoma"	"Neotoma"	252	258	"Bereziuk"	54.04722	-76.1203	205	"Eastern North America"	"Lake"	"Raw"	24	"AWI"	3	19	8600	373.1	8581	"Rock basin lake. Physiography: rolling moraine. Surrounding vegetation: Cladino - Piceetum marianae."	"1977-07-06 00:00:00"	"Richard, P.J.H., 1979. Contribution a l'histoire postglaciaire de la vegetation au nord-est de la Jamesie, Nouveau-Quebec. Geographie physique et Quaternaire, 33(1), pp.93-112 (in French)."	"https://doi.org/10.7202/1000324ar"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24024.5	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BERRYPND"	"Neotoma"	254	260	"Berry Pond"	42.51	-73.32	600	"Eastern North America"	"Lake"	"Raw"	42	"AWI"	16	218	11567	276.8	11349	NA	"1965-10-01 00:00:00"	"Whitehead, D.R., 1979. Late-glacial and postglacial vegetational history of the Berkshires, western Massachusetts. Quaternary Research, 12(3), pp.333-357."	"https://doi.org/10.1016/0033-5894(79)90033-4"	"Whitehead, D.R. and Crisman, T.L., 1978. Paleolimnological studies of small New England (USA) ponds. Part I. Late-glacial and postglacial trophic oscillations. Polskie Archiwum Hydrobiologii, 25, pp.471-481."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32288.9	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BIGGSVIL"	"Neotoma"	265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	198	"Eastern North America"	"Loess/Palaeosol"	"Raw"	35	"AWI"	6	26489	32457	175.5	5968	"Quarry. Physiography: undulating loess-mantled plain. Surrounding vegetation: agricultural. Section excavated from the south overburden face of the Biggsville Quarry. . Pollen studied by Baker (Neotoma Database). Correlate insect and pollen samples using C-14 ages."	"1983-01-01 00:00:00"	"Baker, R.G., Sullivan, A.E., Hallberg, G.R. and Horton, D.G., 1989. Vegetational changes in western Illinois during the onset of late Wisconsinan glaciation. Ecology, 70(5), pp.1363-1376."	"https://doi.org/10.2307/1938196"	"Sullivan, A.E., 1986. Middle and late Wisconsinan paleoecology of western Illinois and northcentral Iowa. Master's thesis. University of Iowa, Iowa City, Iowa, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chenhzi: publication. Lake shapes: ? Special type: loess-mantled plain"
"LegacyPollen_1.0"	"BIGJOHN"	"Neotoma"	266	272	"Big John Pond"	47.55918	-94.9708	421	"Eastern North America"	"Lake"	"Raw"	12	"AWI"	4	-39	5732	524.6	5771	"Lake in pitted outwash plain. Physiography: Bemidji Sand Plain (glacial outwash). Surrounding vegetation: Pinus banksiana forest."	"1981-02-05 00:00:00"	"Almendinger, J.C., 1992. The late Holocene history of prairie, brush-prairie, and jack pine (Pinus banksiana) forest on outwash plains, north-central Minnesota, USA. The Holocene, 2(1), pp.37-50."	"https://doi.org/10.1177/095968369200200105"	"Almendinger, J.C., 1985. The late-Holocene development of jack pine forests on outwash plains, north-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15393.53	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BILLYS"	"Neotoma"	269	275	"Billy's Lake"	46.27058	-94.5516	383	"Eastern North America"	"Lake"	"Raw"	77	"AWI"	6	-27	11693	154.2	11720	"Shallow depression on St. Croix moraine. Physiography: rugged relief. Surrounding vegetation: white pine/hardwoods."	"1974-03-01 00:00:00"	"Jacobson Jr, G.L., 1975. A palynological study of the history and ecology of white pine in Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA."	NA	"Bender, M.M., Bryson, R.A. and Baerreis, D.A., 1977. University of Wisconsin radiocarbon dates XIV. Radiocarbon, 19(1), pp.127-137."	"https://doi.org/10.1017/S0033822200003404"	"Jacobson Jr, G.L., 1979. The palaeoecology of white pine (Pinus strobus) in Minnesota. Journal of Ecology, 67(2), pp.697-726."	"https://doi.org/10.2307/2259121"	"Jacobson Jr, G.L. and Grimm, E.C., 1986. A Numerical Analysis of Holocene Forest and Prairie Vegetation in Central Minnesota: Ecological Archives. Ecology, 67(4), pp.958-966."	"https://doi.org/10.2307/1939818"	"Steventon, R.L. and Kutzbach, J.E., 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon, 25(1), pp.152-168."	"https://doi.org/10.1017/S0033822200005348"	NA	NA	NA	NA	NA	NA	30466.62	"GIS"	"l, GE, L2, Double-check in gis, shape unclear."
"LegacyPollen_1.0"	"BLACKPND"	"Neotoma"	272	278	"Black Pond"	35.62	-84.19	262	"Eastern North America"	"Lake"	"Raw"	43	"AWI"	2	-28	2779	66.8	2807	"Spring-fed sinkhole pond. Physiography: ridge and valley province. Surrounding vegetation: oak-hickory forest."	"1982-07-01 00:00:00"	"Cridlebaugh, P.A., 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Doctoral dissertation. University of Tennessee, Knoxville, Tennessee, USA."	NA	"Delcourt, P.A., Delcourt, H.R., Cridlebaugh, P.A. and Chapman, J., 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research, 25(3), pp.330-349."	"https://doi.org/10.1016/0033-5894(86)90005-0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9158.168	"GIS"	"l, GE, L1, shape varies over time, hard to tell what area"
"LegacyPollen_1.0"	"BLBIGBEE"	"Neotoma"	275	281	"BL-Tombigbee"	33.56333	-88.4744	49	"Eastern North America"	"Peat"	"Raw"	29	"AWI"	5	-40	13348	478.1	13388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BLUMOUND"	"Neotoma"	281	287	"Blue Mounds Creek"	43.08333	-89.8667	335	"Eastern North America"	"Lake"	"Raw"	38	"AWI"	5	-59	12145	329.8	12204	NA	NA	"Davis, A.M., 1977. The prairie-deciduous forest ecotone in the upper middle west. Annals of the Association of American Geographers, 67(2), pp.204-213."	"https://doi.org/10.1111/j.1467-8306.1977.tb01133.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"BOGD"	"Neotoma"	292	298	"Bog D Pond"	47.1775	-95.1627	460	"Eastern North America"	"Lake"	"Raw"	49	"AWI"	6	-40	13206	276	13246	"Linear bog with pond. Physiography: Twin Lakes bog complex. Surrounding vegetation: Carex/Larix/Picea."	NA	"McAndrews, J.H., 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Memoirs of the Torrey Botanical Club, 22(2), pp.1-72."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3917.504	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BORDER"	"Neotoma"	297	303	"Border Beacon"	55.33333	-63.2	470	"Eastern North America"	"Lake"	"Raw"	27	"AWI"	5	-67	7666	297.4	7733	"Kettle lake. Physiography: glacial outwash plain. Surrounding vegetation: tundra with scattered white spruce."	NA	"Lamb, H.F., 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Doctoral dissertation. University of Cambridge, Cambridge, England."	NA	"Lamb, H.F., 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs, 55(2), pp.241-258."	"https://doi.org/10.2307/1942559"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	369921.3	"Google Earth"	"14 very lakes in 0.5 km radius averaged"
"LegacyPollen_1.0"	"BORIACKB"	"Neotoma"	298	304	"Boriack Bog"	30.36	-97.1261	143	"Eastern North America"	"Peat"	"Raw"	55	"AWI"	4	-62	19764	367.1	19826	"Small bog. Physiography: rolling topography. Surrounding vegetation: Ilex/Myrica/Quercus/Woodwardia/Osmunda."	"1969-01-01 00:00:00"	"Bryant Jr, V.M., 1977. A 16,000 year pollen record of vegetational change in central Texas. Palynology, 1, pp.143-156."	"https://doi.org/10.1080/01916122.1977.9989156"	"Valastro, S. and Davis, E.M., 1970. University of Texas at Austin radiocarbon dates VIII. Radiocarbon, 12(2), pp.617-639."	"https://doi.org/10.1017/S0033822200008316"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BOUC"	"Neotoma"	300	306	"Lac Boucane"	47.45778	-69.4528	500	"Eastern North America"	"Lake"	"Raw"	24	"AWI"	3	424	12539	526.7	12115	"Rock basin. Physiography: undulated plateau with shallow till. Surrounding vegetation: Betulo luteae - Abietetum / Betulo lutea."	"1978-01-01 00:00:00"	"Lortie, G. and Richard, P.J.H., 1986. Late-glacial diatom and pollen stratigraphy from Lake Boucane, southeastern Quebec, Canada. In: Proceedings of the 8th International Symposium on Living and Fossil Diatoms, Paris, August 27 - September 1, 1984 (pp. 687-697)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213422	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BOUNDAR"	"Neotoma"	301	307	"Boundary Lake"	55.25	-67.4	525	"Eastern North America"	"Lake"	"Raw"	51	"AWI"	6	-68	13185	265.1	13253	NA	"1975-01-01 00:00:00"	"Stravers, L.K.S., 1981. Palynology and deglaciation history of the central Labrador-Ungava Peninsula. Master's thesis. University of Colorado, Boulder, Colorado, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	371121.2	"Google Earth"	"4 very lakes in 2 km radius averaged"
"LegacyPollen_1.0"	"BOUNDARY"	"Neotoma"	302	308	"Boundary Pond"	45.56	-70.68	603	"Eastern North America"	"Lake"	"Raw"	56	"AWI"	6	-20	13037	237.4	13057	NA	NA	"Mott, R.J., 1977. Late-Pleistocene and Holocene palynology in southeastern Quebec. Geographie physique et Quaternaire, 31(1-2), pp.139-149."	"https://doi.org/10.7202/1000060ar"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	278238.6	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BRANDRET"	"Neotoma"	303	309	"Brandreth Bog"	43.91667	-74.6833	600	"Eastern North America"	"Peat"	"Raw"	59	"AWI"	4	135	12228	208.5	12093	"Bog in kettle. Physiography: rolling topography, Adirondack Highlands. Surrounding vegetation: Picea/Betula/Abies/Acer/Tsuga/Pinus."	"1978-09-01 00:00:00"	"Bender, M.M., Baerreis, D.A. and Bryson, R.A., 1980. University of Wisconsin radiocarbon dates XVII. Radiocarbon, 22(1), pp.115-129."	"https://doi.org/10.1017/S0033822200004781"	"Bender, M.M., Baerreis, D.A., Bryson, R.A. and Steventon, R.L., 1981. University of Wisconsin radiocarbon dates XVIII. Radiocarbon, 23(1), pp.145-161."	"https://doi.org/10.1017/S0033822200037504"	"Overpeck, J.T., 1985. A pollen study of a late Quaternary peat bog, south-central Adirondack Mountains, New York. Geological Society of America Bulletin, 96(1), pp.145-154."	"https://doi.org/10.1130/0016-7606(1985)96<145:APSOAL>2.0.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BRI2"	"Neotoma"	304	311	"Brisay 2"	54.36	-70.35	595	"Eastern North America"	"Lake"	"Raw"	19	"AWI"	3	-65	6955	390	7020	"Rock basin. Physiography: hilly to rolling morainic landscape. Surrounding vegetation: Cladino - Piceetum marianae."	"1979-07-17 00:00:00"	"Richard, P.J.H., Larouche, A. and Bouchard, M., 1982. Age de la deglaciation finale et histoire postglaciaire de la vegetation dans la partie centrale du Nouveau-Quebec. Geographie physique et Quaternaire, 36(1-2), pp.63-90 (in French)."	"https://doi.org/10.7202/032470ar"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140888.2	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"BROPHY"	"Neotoma"	305	312	"Brophy Ditch"	43.22	-81.73	184	"Eastern North America"	"Farmland"	"Raw"	25	"AWI"	2	10	6501	270.5	6491	NA	NA	"Morgan, A.V., McAndrews, J.H. and Ellis, C.J., 2000. Geological history and paleoenvironment. An Early Paleoindian Site near Parkhill Ontario, pp.9-30."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chenhzi: publication unavailable, no site description, estimated from the Neotoma map. Lake shapes: ? check in gis. It is definitely a lake."
"LegacyPollen_1.0"	"BROWNC12"	"Neotoma"	306	313	"Brown Lake"	45.77978	-89.4925	448	"Eastern North America"	"Lake"	"Raw"	11	"Neotoma_Binford 1986"	15	-32.1	112.8	14.5	144.8	NA	"1984-02-07 00:00:00"	"Charles, D.F. and Whitehead, D.R., 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA."	NA	"Charles, D.F. and Whitehead, D.R., 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA."	NA	"Shane, L.C., 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN."	NA	"Kingston, J.C., Cook, R.B., Kreis, R.G., Camburn, K.E., Norton, S.A., Sweets, P.R., Binford, M.W., Mitchell, M.J., Schindler, S.C., Shane, L.C.K. and King, G.A., 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology, 4(2), pp.153-201."	"https://doi.org/10.1007/BF00226322"	NA	NA	NA	NA	NA	NA	NA	NA	380820.6	"GIS"	"Chenhzi: publication. Lake shapes: l check in gis. LW shape over two differently named lakes. It is definitely a lake."
