"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"EAGLTARN"	"Neotoma"	10004	14959	"Eagle Tarn"	-42.6799	146.5912	1033	"Indopacific"	"Lake"	"Raw"	55	"AWI"	3	-29	14159	262.7	14188	"Lake occupies a moraine dammed basin developed by the Broad River glacier during retreat into the Lake Dobson cirque. Surrounding vegetation: Eucalyptus subcrenulata-E. coccifera low open-forest with an understory of Nothofagus cunninghamii; Athrotaxis cuppressoides and Microstrobos niphophilus occurs along creeks and in soaks."	"1975-01-01 00:00:00"	"Macphail, M., 1975. The history of the vegetation and climate in southern Tasmania since the late Pleistocene (ca. 13,000 - 0 BP). Doctoral dissertation. University of Tasmania, Hobart, Tasmania, Australia."	NA	"Macphail, M.K., 1979. Vegetation and climates in southern Tasmania since the last glaciation. Quaternary Research, 11(3), pp.306-341."	"https://doi.org/10.1016/0033-5894(79)90078-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9380.4	"Google Earth"	NA
"LegacyPollen_1.0"	"KOMANLO"	"Neotoma"	10006	14963	"Komanimambuno Mire"	-5.82037	145.089	2740	"Indopacific"	"Peat"	"Raw"	34	"AWI"	7	1835	34231	981.7	32396	"Abandoned stream meander, steep slopes in upper catchment. Surrounding vegetation: lower montane forest. Local vegetation: Myrtaceous swamp forest."	"1969-08-14 00:00:00"	"Hope, G.S. and Peterson, J.A., 1975. Glaciation and vegetation in the high New Guinea mountains. In: Quaternary studies. Bulletin 13 ed. by R.P. Suggate and M.M. Cresswell (pp.155-162). Royal Society of New Zealand, Wellington, New Zealand."	NA	"Hope, G.S., 1976. The vegetational history of Mt Wilhelm, Papua New Guinea. The Journal of Ecology, 64(2), pp.627-663."	"https://doi.org/10.2307/2258776"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SUNDOWN"	"Neotoma"	10009	14972	"Sundown Swamp"	-41.1267	144.6746	5	"Indopacific"	"Peat"	"Raw"	13	"AWI"	2	-12	4232	353.7	4244	"Interdunal Melaleuca ericifolia swamp. Physiography: Coastal plateau with dunes. Surrounding vegetation: Epacris- Leptospermum heath."	"1978-01-12 00:00:00"	"Hope, G., 1999. Vegetation and fire response to late Holocene human occupation in island and mainland north west Tasmania. Quaternary International, 59(1), pp.47-60."	"https://doi.org/10.1016/S1040-6182(98)00071-8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"ROTTEN"	"Neotoma"	10024	15005	"Rotten Swamp"	-35.707	148.8864	1445	"Indopacific"	"Peat"	"Raw"	16	"AWI"	4	-68	8036	540.3	8104	"Subalpine Sphagnum-Epacris shrub bog with Empodisma fen and Carex fen. Surrounding vegetation: Eucalyptus open forest."	"1987-03-01 00:00:00"	"Clark, R.L., 1986. The fire history of Rotten Swamp, A.C.T., Canberra. Unpublished report, ACT Parks and Conservation Service, CSIRO, Canberra, Australia."	NA	"Hope, G.S., Nanson, R. and Flett, I., 2009. The peat-forming mires of the Australian Capital Territory. Technical Report 19, Territory and Municipal Services, Canberra, Australian Capital Territory, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SUPRIN"	"Neotoma"	10027	15013	"Lac Suprin"	-22.2872	166.9916	235	"Indopacific"	"Lake"	"Raw"	30	"AWI"	6	19363	40690	735.4	21327	"Ephemeral lake in ultramafic karst on Plaine des Lacs, a dissected plateau. Surrounding vegetation: Gymnostoma deplancheanum maquis shrublands."	"1993-06-01 00:00:00"	"Hope, G.S., 1996. History of Nothofagus in New Guinea and New Caledonia. In: The ecology and biogeography of Nothofagus forests ed. by T.T. Veblen, R.S. Hill, and J. Read (pp.257-270). Yale University Press, New Haven, Connecticut, USA."	NA	"Hope, G. and Pask, J., 1998. Tropical vegetational change in the late Pleistocene of New Caledonia. Palaeogeography, Palaeoclimatology, Palaeoecology, 142(1-2), pp.1-21."	"https://doi.org/10.1016/S0031-0182(97)00140-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9361.219	"Google Earth"	NA
"LegacyPollen_1.0"	"GOG"	"Neotoma"	10047	15059	"Granta Pools"	-41.5079	146.3847	685	"Indopacific"	"Lake"	"Raw"	90	"AWI"	4	-58	7756	87.8	7814	NA	"2008-01-01 00:00:00"	"Fletcher, M.S., Wood, S.W. and Haberle, S.G., 2014. A fire-driven shift from forest to non-forest: evidence for alternative stable states?. Ecology, 95(9), pp.2504-2513."	"https://doi.org/10.1890/12-1766.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11292.84	"Google Earth"	NA
"LegacyPollen_1.0"	"JACKSONB"	"Neotoma"	10154	15290	"Jacksons Bog"	-37.1079	149.1378	750	"Indopacific"	"Peat"	"Raw"	36	"AWI"	4	-36	15683	449.1	15719	"Valley fen dominated by Carex gaudichaudiana. Physiography: Hilly country. Surrounding vegetation: Eucalyptus obliqua forest and pasture."	"1978-01-01 00:00:00"	"Kershaw, A.P., Dunkerley, D.L., Quinn, M. and Southern, W., 1979. A Scientific and environmental investigation of Jackson's Bog, Southern tablelands of N.S.W. Report to National Parks and Wildlife Service of N.S.W."	NA	"Oakes, G.M., 1981. The Jacksons Bog peat deposits. GS 1981/596, Geological Survey of New South Wales."	NA	"Southern, W., 1982. Late Quaternary vegetation and environments of Jackson's Bog and the Monaro Tablelands, New South Wales. Master's thesis. Monash University, Melbourne, Victoria, Australia."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"RR1"	"Neotoma"	10526	16209	"Ringarooma River"	-41.2716	147.7041	885	"Indopacific"	"Alluvial/Fluvial"	"Raw"	22	"AWI"	4	-39	878	43.7	917	"The geology of the main peaks and ranges surrounding the river is composed of Devonian granodiorite with small amounts of intrusive metamorphosed Silurian sediments.Temperate rainforest dominates the valley floor. The study sites were located under Nothofagus cunninghamii closed forest, with Leptospermum lanigerttm very prominent in the understorey.Small trees and tall shrubs of P aspleniifoliiis, A. moschatum, Tasmannia lanceolata and T. monganensis, and tree ferns of Dicksonia antarctica are scattered throughout."	"1998-01-01 00:00:00"	"Dodson, J.R., Mitchell, F.J.G., Bogeholz, H. and Julian, N., 1998. Dynamics of temperate rainforest from fine resolution pollen analysis, Upper Ringarooma River, northeastern Tasmania. Australian Journal of Ecology, 23(6), pp.550-561."	"https://doi.org/10.1111/j.1442-9993.1998.tb00765.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"KEALIA"	"Neotoma"	11786	17832	"Kealia Pond"	20.79429	-156.475	0	"Indopacific"	"Lake"	"Raw"	32	"AWI"	4	9	2502	80.4	2493	"Coastal lagoon with a sandy beach barrier. Surrounding vegetation: primarily Batis maritima (pickleweed) with a few isolated individuals of Prosopis pallida (kiawe) and Acacia farnesiana (klu) along the sand dunes to the south. Large sugarcane fields surround the site to the northwest."	"2005-08-01 00:00:00"	"Pau, S., MacDonald, G.M. and Gillespie, T.W., 2012. A dynamic history of climate change and human impact on the environment from Kealia Pond, Maui, Hawaiian Islands. Annals of the Association of American Geographers, 102(4), pp.748-762."	"https://doi.org/10.1080/00045608.2011.652853"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	893527.9	"Google Earth"	NA
"LegacyPollen_1.0"	"TAS1108SC1"	"Neotoma"	16395	25511	"Lake Vera"	-42.2737	145.8804	571	"Indopacific"	"Lake"	"Raw"	116	"AWI"	9	-45	2444	21.6	2489	"Lake Vera is a moraine-bound lake formed in a glacial valley. It is oligotrophic acidic and dystrophic. Local geology contain siliceous glacial deposits. The steep catchment is Nothofagus-Podocarpaceae cool temperate rainforest and emergent Eucalyptus species overtopping rainforest understory."	"2011-02-19 00:00:00"	"Beck, K.K., Fletcher, M.S., Gadd, P.S., Heijnis, H., Saunders, K.M., Simpson, G.L. and Zawadzki, A., 2018. Variance and rate-of-change as early warning signals for a critical transition in an aquatic ecosystem state: a test case from Tasmania, Australia. Journal of Geophysical Research: Biogeosciences, 123(2), pp.495-508."	"https://doi.org/10.1002/2017JG004135"	"Fletcher, M.S., Benson, A., Bowman, D.M., Gadd, P.S., Heijnis, H., Mariani, M., Saunders, K.M., Wolfe, B.B. and Zawadzki, A., 2018. Centennial-scale trends in the Southern Annular Mode revealed by hemisphere-wide fire and hydroclimatic trends over the past 2400 years. Geology, 46(4), pp.363-366."	"https://doi.org/10.1130/G39661.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166156.2	"Google Earth"	NA
"LegacyPollen_1.0"	"PADDYS"	"Neotoma"	18866	32426	"Paddy's Lake"	-41.4513	145.9616	1065	"Indopacific"	"Lake"	"Raw"	184	"AWI"	17	-57	15118	82.9	15175	"Paddy's Lake is a cirque lake with a maximum depth of 21.5 m. The lake is oligotrophic, acidic and dystrophic. Local geology is Quaternary deposits of quartzite, conglomerate and moraine deposits with traces of Cambrian volcanic conglomerate, sandstone and siltstone."	"2014-11-12 00:00:00"	"Beck, K.K., Fletcher, M.S., Gadd, P.S., Heijnis, H. and Jacobsen, G.E., 2017. An early onset of ENSO influence in the extra-tropics of the southwest Pacific inferred from a 14, 600 year high resolution multi-proxy record from Paddy's Lake, northwest Tasmania. Quaternary Science Reviews, 157, pp.164-175."	"https://doi.org/10.1016/j.quascirev.2016.12.001"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24770.09	"Google Earth"	NA
"LegacyPollen_1.0"	"DOVE"	"Neotoma"	19924	34553	"Dove Lake"	-41.6606	145.9611	934	"Indopacific"	"Lake"	"Raw"	109	"AWI"	11	-55	11658	108.5	11713	"Lake Dove lies at the northern end of the Cradle Mountain-Lake St. Clair National Park in northwestern Tasmania."	"2015-12-03 00:00:00"	"Mariani, M., Connor, S.E., Fletcher, M.S., Theuerkauf, M., Kunes, P., Jacobsen, G., Saunders, K.M. and Zawadzki, A., 2017. How old is the Tasmanian cultural landscape? A test of landscape openness using quantitative land-cover reconstructions. Journal of Biogeography, 44(10), pp.2410-2420."	"https://doi.org/10.1111/jbi.13040"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	866466.8	"Google Earth"	NA
"LegacyPollen_1.0"	"RAIDA4"	"Neotoma"	23920	41506	"Ra'irua marsh"	-23.8682	-147.679	1	"Indopacific"	"Peat"	"Raw"	25	"AWI"	12	-39	1282	55	1321	"Ra'irua marsh is a perennial wetland receiving ~2000 mm rainfall annually. The herbaceous vegetation of the marsh is dominated by the introduced herbaceous weeds Ludwigia octovalvis (Jacq.) P.H.Raven, Commelina diffusa Burm.f., Persicaria glabra (Willd.) M.Gomez, and Sagittaria trifolia L."	"2008-03-06 00:00:00"	"Prebble, M., Anderson, A.J., Augustinus, P., Emmitt, J., Fallon, S.J., Furey, L.L., Holdaway, S.J., Jorgensen, A., Ladefoged, T.N., Matthews, P.J. and Meyer, J.Y., 2019. Early tropical crop production in marginal subtropical and temperate Polynesia. Proceedings of the National Academy of Sciences, 116(18), pp.8824-8833."	"https://doi.org/10.1073/pnas.1821732116"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"EA200"	"Neotoma"	23921	41514	"Waitetoke"	-36.6102	175.7887	1	"Indopacific"	"Peat"	"Raw"	27	"AWI"	6	-57	5195	202	5252	"Waitetoke swamp on Great Mercury Island is a mostly perennial wetland impounded by a mid-Holocene dune. It is formed within a 10 ha catchment."	"2015-11-15 00:00:00"	"Holdaway, S.J., Emmitt, J., Furey, L., Jorgensen, A., O'Regan, R., Phillipps, R., Prebble, M., Wallace, R. and Ladefoged, T.N., 2019. Maori settlement of New Zealand: the Anthropocene as a process. Archaeology in Oceania, 54(1), pp.17-34."	"https://doi.org/10.1002/arco.5173"	"Prebble, M., Anderson, A.J., Augustinus, P., Emmitt, J., Fallon, S.J., Furey, L.L., Holdaway, S.J., Jorgensen, A., Ladefoged, T.N., Matthews, P.J. and Meyer, J.Y., 2019. Early tropical crop production in marginal subtropical and temperate Polynesia. Proceedings of the National Academy of Sciences, 116(18), pp.8824-8833."	"https://doi.org/10.1073/pnas.1821732116"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"EA204"	"Neotoma"	23922	41521	"Tamewhera"	-36.5935	175.7591	17	"Indopacific"	"Peat"	"Raw"	34	"AWI"	6	-57	565	18.8	622	"Tamewhera middle swamp on Great Mercury Island is a perennial wetland. The vegetation of the swamp is dominated by Typha orientalis, but also the rush Juncus ensifolius along with several other herbs, many of which are exotic weeds. Middle swamp positioned below a small upper swamp and a much larger wetland below which is dominated by Typha orientalis."	"2008-03-06 00:00:00"	"Prebble, M., Anderson, A.J., Augustinus, P., Emmitt, J., Fallon, S.J., Furey, L.L., Holdaway, S.J., Jorgensen, A., Ladefoged, T.N., Matthews, P.J. and Meyer, J.Y., 2019. Early tropical crop production in marginal subtropical and temperate Polynesia. Proceedings of the National Academy of Sciences, 116(18), pp.8824-8833."	"https://doi.org/10.1073/pnas.1821732116"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
