"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"ADANGE"	"Neotoma"	9	9	"Adange"	43.30556	41.33333	1750	"Europe"	"Alluvial/Fluvial"	"Raw"	40	"AWI"	4	-61	4653	120.9	4714	"Meander of Adange river. Physiography: Fluvial terrace above flood-plain. Surrounding vegetation: Subalpine tall herbaceous vegetation."	"1984-08-01 00:00:00"	"Kvavadze, E.V. and Rukhadze, L.P., 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Scientific and Publishing Council of the Georgian SSR Academy of Sciences, p.136 (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"AGE_neotoma"	"Neotoma"	12	12	"Agerods Mosse"	55.93448	13.42774	58	"Europe"	"Peat"	"Raw"	135	"AWI"	33	-29	12403	92.8	12432	"Forested Sphagnum bog. Physiography: till. Surrounding vegetation: pasture and arable land."	"1960-01-01 00:00:00"	"Nilsson, T., 1964. Standard pollen diagramme und C14 datiengen aus dem Agerods mosse in mittleren schonen. Lunds Universitets Arsskrift N. F., 59(7), pp.1-52 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AHL5"	"Neotoma"	16	16	"Ahlenmoor"	53.694	8.729075	2	"Europe"	"Peat"	"Raw"	50	"AWI"	5	136	4537	89.8	4401	"Excavated bog. Physiography: Raised bog. Surrounding vegetation: Sphagnetum."	"1973-06-26 00:00:00"	"Behre, K.E. and Kucan, D., 1986. Die Reflektion archaologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung - Beispiele aus der Siedlungskammer Flogeln, Nordwestdeutschland .In: Anthropogenic indicators in pollen diagrams ed. by K.E. Behre (pp.95-114). Balkema, Rotterdam (in German)."	NA	"Behre, K.E., 1976. Pollenanalytische Untersuchungen zur Vegetations-und Siedlungsgeschichte bei Flogeln und im Ahlenmoor (Elb-Weser-Winkel). Probleme der Kustenforschung im sudlichen Nordseegebiet, 11, pp.101-118 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AKUV"	"Neotoma"	20	20	"Akuvaara"	69.12326	27.67406	170	"Europe"	"Lake"	"Raw"	34	"AWI"	5	-23	10745	326.3	10768	"Lake. Physiography: Hill of sandy/gravelly outwash. Surrounding vegetation: Thin pine forest."	"1973-04-01 00:00:00"	"Hyvarinen, H., 1975. Absolute and relative pollen diagrams from northernmost Fennoscandia. Fennia-International Journal of Geography, 142(1), pp.1-23."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43966.09	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"AMTKEL"	"Neotoma"	200	200	"Amtkel"	43.26806	41.30833	1830	"Europe"	"Alluvial/Fluvial"	"Raw"	14	"AWI"	3	123	2048	148.1	1925	"Lower part of glacial trough. Physiography: Head of river Amtkel. Surrounding vegetation: Subalpine beech elfin woodland."	"1982-08-01 00:00:00"	"Kvavadze, E.V. and Rukhadze, L.P., 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Scientific and Publishing Council of the Georgian SSR Academy of Sciences, p.136 (in Russian)."	NA	"Kvavadze, E.V., Rukhadze, L.P., Tretyak, P.R. and Petrenko, L.V., 1987. On the migration on high-mountain vegetation belts in the late Holocene in the valley of the Amtqel River (Abkhazia). Bulletin of the Georgian Academy of Sciences, 125(2), pp.421-424."	"https://doi.org/10.1594/PANGAEA.738965"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ARTSLOUG"	"Neotoma"	214	215	"Arts Lough"	52.95	-6.43333	490	"Europe"	"Peat"	"Raw"	30	"AWI"	6	647	12245	399.9	11598	"Eroding blanket peat. Physiography: Steep cliffs to south rising to 800m. Surrounding vegetation: Heathland vegetation."	NA	"Bradshaw, R.H.W. and McGee, E., 1988. The extent and time-course of mountain blanket peat erosion in Ireland. New Phytologist, 108(2), pp.219-224."	"https://doi.org/10.1111/j.1469-8137.1988.tb03699.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BALLIN"	"Neotoma"	223	225	"Ballinloghig Lake"	52.19	-10.31	84	"Europe"	"Lake"	"Raw"	68	"AWI"	12	1425	17609	241.6	16184	"Lake with marginal fen. Physiography: Southern slope of Slieve Mish mountains. Surrounding vegetation: Blanket bog, heath, pasture and woodland."	NA	"Barnosky, C.W., 1988. A late-glacial and post-glacial pollen record from the Dingle Peninsula, County Kerry. Proceedings of the Royal Irish Academy, 88(B), pp.23-37."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8966.372	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BALLYBET"	"Neotoma"	224	226	"Ballybetagh"	53.16667	-6.25	250	"Europe"	"Peat"	"Raw"	36	"AWI"	6	11115	15708	131.2	4593	"Spring-fed marsh or spring. Physiography: On the edge of the Dublin mountains."	NA	"Cwynar, L.C. and Watts, W.A., 1989. Accelerator-mass spectrometer ages for late-glacial events at Ballybetagh, Ireland. Quaternary Research, 31(3), pp.377-380."	"https://doi.org/10.1016/0033-5894(89)90044-6"	"Jessen, K. and Farrington, A., 1938. The bogs at Ballybetagh, near Dublin, with remarks on late-glacial conditions in Ireland. Proceedings of the Royal Irish Academy, 44B(10), pp.205-260."	NA	"Watts, W.A., 1977. The late Devensian vegetation of Ireland. Philosophical Transactions of the Royal Society of London. B, Biological Sciences, 280(972), pp.273-293."	"https://doi.org/10.1098/rstb.1977.0110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BRUVAT"	"Neotoma"	310	317	"Bruvatnet [Rovvejavri]"	70.18109	28.40721	119	"Europe"	"Lake"	"Raw"	40	"AWI"	5	337	13310	332.6	12973	"Lake. Physiography: Bedrock hills mantled by gl. drift (till. Surrounding vegetation: Thin mountain birch scrub."	"1973-04-01 00:00:00"	"Hyvarinen, H., 1975. Absolute and relative pollen diagrams from northernmost Fennoscandia. Fennia-International Journal of Geography, 142(1), pp.1-23."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	444155.6	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"CARNINO"	"Neotoma"	335	342	"Selle di Carnino"	44.15	7.694444	1905	"Europe"	"Peat"	"Raw"	69	"AWI"	7	337	17067	246	16730	"Large peaty depression. Surrounding vegetation: Subalpine meadows."	NA	"de Beaulieu, J.L., 1977. Contribution pollenanalytique a l'histoire tardiglaciaire et Holocene de la vegetation des Alpes meridionales francaices. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CHERNIH"	"Neotoma"	355	363	"Chernikhovo"	53.41667	26.43333	168	"Europe"	"Peat"	"Raw"	52	"AWI"	4	680	17179	323.5	16499	"Bog. Physiography: Outwash plain. Surrounding vegetation: Pinus-Betula, Alnus."	"1982-08-01 00:00:00"	"Zernitskaya, V.P., 1985. Development of vegetation in the western part of the Kopyl upland during the Late Glacial time and Holocene. In: Geographical aspects of rational nature use, Nauka i Taknika edition (pp.110-116). Minsk, Byelorussia (in Russian)."	NA	"Matveev, A.V., Krutous, E.A. and Zernitskaya, V., 1993. Geochronology of the Holocene of the Belorussian Polessie. Radiocarbon, 35(3), pp.435-439."	"https://doi.org/10.1017/S0033822200060458"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CHIVRES"	"Neotoma"	363	374	"Le Marais St Boetien"	49.61667	3.816667	73	"Europe"	"Peat"	"Raw"	30	"AWI"	6	761	12057	389.5	11296	"Marsh. Physiogramphy: basin. Surrounding vegetation: Betula, Populus, Salix, Quercus."	"1962-09-01 00:00:00"	"van Zeist, W. and van der Spoel-Walvius, M.R., 1980. A palynological study of the late-glacial and the postglacial in the Paris Basin. Palaeohistoria, 23, pp.67-109."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CS-4"	"Neotoma"	516	530	"Voros-mocsar"	46.47722	19.19083	91	"Europe"	"Peat"	"Raw"	4	"AWI"	5	13135	13961	275.3	826	"Marsh formed in a dead channel of Danube. Surrounding vegetation: Cultivated plain with meadows,pasture."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CTAR"	"Neotoma"	517	531	"Starniki"	50.26667	26.01667	198	"Europe"	"Peat"	"Raw"	30	"AWI"	10	413.5	13584	454.2	13170.5	"Fen bog. Physiography: depression. Surrounding vegetation: Forests."	"1978-08-01 00:00:00"	"Bezusko, L.G., Kajutkina, T.M. and Kovalyukh, N.N., 1982. YIII s'ezd Ukrainskovo botanicheskogo obschestva [New data of Allerod vegetation of Ukraine]. In: Naukova dumka edition (p.399). Kiev, Ukraine (in Russian)."	NA	"Bezusko, L.G., Klimanov, V.A. and Sheliag-Sosonko, Y.R., 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. In: Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition (pp.125-135). Moscow, Russia."	NA	"Khotinskiy, N.A., Bezusko, L.G. and Cherkinsky, A.E., 1994. Changes in vegetation in central and western regions of the Russian Plain. In: Paleogeographical basis of the modern landscapes, Nauka edition (pp.111-118). Moscow, Russia (in Russian)."	NA	"Bezusko, L.G. and Klimanov, V.A., 1987. Climate and vegetation of the plain part of the Ukrainian SSR West in the Late Postglacial period. Ukrain'skyi Botanichnyi Zhurnal, 43, pp.54-58."	NA	"Bezusko, L.G., Kajutkina, T.M., Kovalukh, N.N. and Artjushenko, A.T., 1985. Paleobotanical and radiological studies of deposits from bog Starniki (Maloe Polessie). Ukrain'skyi Botanichnyi Zhurnal, 42, pp.27-30."	NA	"Klimanov, V.A. and Bezusko, L.G., 1981. Climate and vegetation of small Polessie in Holocene. Ukrain'skyi Botanichnyi Zhurnal, 38, pp.24-26."	NA	"Sheliag-Sosonko, Y.R. and Bezusko, L.G., 1987. The oak- forests of Maloye Polessie in the Late Post-Glacial period. Ukrain'skyi Botanichnyi Zhurnal, 71, pp.4-8."	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"DOMSV_neotoma"	"Neotoma"	700	720	"Domsvatnet"	70.32584	31.02587	120	"Europe"	"Lake"	"Raw"	37	"AWI"	5	132	10969	301	10837	"The lake occupies a shallow oblong basin, measuring about 150 m by 600 m, between gently sloping hills covered by drift. There are no apparent influents and only a small stream as an outflow. The dominant vegetation on the surrounding slopes is a dwarf-shrub tundra with Betula nana, Empetrum, Salix, Arctostaphylos alpinum, and Rubus chamaemorus as prominent elements. Cottongrass-sedge communities are abundant in wetter depressions."	"1975-04-01 00:00:00"	"Hyvarinen, H., 1976. Flandrian pollen deposition rates and tree-line history in northern Fennoscandia. Boreas, 5(3), pp.163-175."	"https://doi.org/10.1111/j.1502-3885.1976.tb00260.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107546	"GIS"	"l, GE, L1,"
"LegacyPollen_1.0"	"DOVJOK"	"Neotoma"	703	723	"Dovjok Swamp"	48.75	28.25	274	"Europe"	"Peat"	"Raw"	48	"AWI"	9	69	8817	186.1	8748	"Floodplain Phragmites fen. Physiography: floodplain in Murafa Basin. Surrounding vegetation: herb steppe, Quercus/Carpinus forest."	"1988-01-01 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"EDESSA"	"Neotoma"	765	784	"Edessa"	40.81806	21.9525	350	"Europe"	"Peat"	"Raw"	38	"AWI"	7	41	13232	356.5	13191	"Marsh. Surrounding vegetation: Brushwood of deciduous oak."	"1965-07-01 00:00:00"	"Bottema, S., 1974. Late Quaternary vegetation history of northwestern Greece. Doctoral dissertation. University of Groningen, Groningen, The Netherlands."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GAGRA"	"Neotoma"	831	858	"Gagra"	43.28333	40.26667	4	"Europe"	"Peat"	"Raw"	61	"Neotoma_Giesecke et al. 2014 (MADCAP)"	4	568	11603	183.9	11035	"Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic."	"1982-01-01 00:00:00"	"Kvavadze, E.V. and Rukhadze, L.P., 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Scientific and Publishing Council of the Georgian SSR Academy of Sciences, p.136 (in Russian)."	NA	"Kvavadze, E.V., 1982. Novye dannye po stratigrafii i paleogeografii Golotsena Kolkhidskoi nizmennosti. In: Chetvertichnaia Sistema Gruzii (pp.123-130). Metsniereba, Tbilisi."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GELMT"	"Neotoma"	839	867	"Gel'myazevskoye"	49.66667	31.83333	120	"Europe"	"Peat"	"Raw"	21	"AWI"	7	272	12017	587.2	11745	"Fen bog. Physiography: depression. Surrounding vegetation: Forests and meadow steppes."	"1978-08-01 00:00:00"	"Artyushenko, A.T., Arap, R.Y., Bezusko, L.G., Il'ves, E.O., Kajutkina, T.M. and Kovalyukh, N.N., 1982. Razvitie prirody tyerritorii SSSR v pozdnem pleiystoytsyene i golotsenye [New data of Holocene vegetation of Ukraine]. In: Nauka edition (pp.173-179). Moscow, Russia (in Russian)."	NA	"Artyushenko, A.T., Parishkura-Turlo, S.I., Parchomenko, G.O., Arap, R.Y. and Bezusko, L.G., 1984. Obschaya i regionalnaya paleogeografia [History of Holocene vegetation of Ukraine]. In: Naukova dumka edition (pp.104-120). Kiev, Ukraine (in Russian)."	NA	"Bezusko, L.G., Klimanov, V.A. and Sheliag-Sosonko, Y.R., 1988. Climatic conditions in Ukraine in the Late Post-glacial and Holocene. In: Paleoklimaty golotsena Evropeiyskoy territorii SSSR edition (pp.125-135). Moscow, Russia (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GRASVATN"	"Neotoma"	947	977	"Grasvatn"	63.70291	8.689085	46	"Europe"	"Lake"	"Raw"	45	"AWI"	8	162	12479	279.9	12317	"Shallow lake on the island of Froya. Overgrown by aquatics. Physiography: Shellsand on gneisses. Surrounding vegetation: Heather, fens and bogs."	"1978-05-01 00:00:00"	"Moe, D., Vorren, K.D., Alm, T., Fimreite, S., Morkved, B., Nilssen, E., Paus, A., Ramfjord, H., Selvik, S.F. and Sorensen, R., 1996. Norway. In: Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe ed. by B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright (pp.153-213). John Wiley & Sons, Chichester, United Kingdom."	NA	"Paus, A., 1982. Paleo-okologiske undersokelser pa Froya, Sor-Trondelag. Den vegetasjonshistoriske utviklingen fra senistiden og fram til idag. Master's thesis. University of Trondheim, Trondheim, Norway (in Norwegian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16267.23	"Google Earth"	"Chenhzi: site description and Neotoma map. Lake shapes: ? check in gis. It is definitely a lake."
"LegacyPollen_1.0"	"IVAN3"	"Neotoma"	1121	1155	"Ivanovskoye Peat Bog"	56.81667	38.76667	141	"Europe"	"Peat"	"Raw"	33	"AWI"	9	113	8334	256.9	8221	"Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations."	"1986-01-01 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KALSA"	"Neotoma"	1398	1434	"Kalsa Mire"	58.19142	27.41146	38	"Europe"	"Peat"	"Raw"	69	"AWI"	13	-19	11612	171	11631	"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field."	NA	"Kimmel, K., Pirrus, R. and Raukas, A., 1999. Holocene deposits. In: Lake Peipsi: Geology ed. by A. Miidel and A. Raukas (pp.42-52). Sulemees Publishers, Tallinn."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KAMEN"	"Neotoma"	1399	1435	"Kamenicky"	49.72651	15.97089	624	"Europe"	"Peat"	"Raw"	29	"AWI"	8	-69	13644.5	489.8	13713.5	"Drained sloping spring mire. Physiography: Kamenicska kotlina Basin at its N margin. Surrounding vegetation: Alder carr."	"1976-01-01 00:00:00"	"Rybnickova, E. and Rybnicek, K., 1979. Syngenesis of Polygalo Nardetum strictae preissing. Progress report on MAB project, 91, pp.23-31."	NA	"Rybnickova, E. and Rybnicek, K., 1988. Holocene palaeovegetation and palaeoenvironment of the Kamenicska kotlina basin (Czechoslovakia). Folia geobotanica & phytotaxonomica, 23(3), pp.285-301."	"https://doi.org/10.1007/BF02854824"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KANSJON"	"Neotoma"	1401	1438	"Kansjon"	57.64055	14.53458	308	"Europe"	"Lake"	"Raw"	45	"AWI"	12	39	15589	353.4	15550	"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula."	"1988-01-01 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	733202.9	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"KARDAS"	"Neotoma"	1403	1440	"Kardashinski Swamp"	46.51667	32.61667	4	"Europe"	"Peat"	"Raw"	38	"AWI"	14	195	9073	239.9	8878	"Phragmites fen. Physiography: Floodplain of Dniepr River. Vegetation formation: Steppe."	"1988-06-01 00:00:00"	"Kremenetski, C.V., 1995. Holocene vegetation and climate history of southwestern Ukraine. Review of Palaeobotany and Palynology, 85(3-4), pp.289-301."	"https://doi.org/10.1016/0034-6667(94)00123-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"KIRIKU"	"Neotoma"	1484	1522	"Kirikumae"	57.68291	27.25128	183	"Europe"	"Lake"	"Raw"	89	"AWI"	12	1108	16576	175.8	15468	"Lake, west + southern part paludified. Physiography: Hummocky moraine, esker. Surrounding vegetation: Pinus and Picea forest + mire."	"1988-07-01 00:00:00"	"Saarse, L. and Rajamae, R., 1997. Holocene vegetation and climatic change on the Haanja Heights, SE Estonia. Proceedings of the Estonian Academy of Science, Geology, 46, pp.75-92."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	609715.6	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"LAGOAJO"	"Neotoma"	1537	1577	"Lago de Ajo"	43.04169	-6.13878	1570	"Europe"	"Lake"	"Raw"	77	"AWI"	7	-6	25212	331.8	25218	"Lake dammed in 1915 for hydroelectric. Physiography: On limestone at the head of the valley. Surrounding vegetation: Pasture, Quercus scrub, Fagus woodland."	"1981-06-01 00:00:00"	"Allen, J.R., Huntley, B. and Watts, W.A., 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science, 11(2), pp.125-147."	"https://doi.org/10.1002/(SICI)1099-1417(199603/04)11:2<125::AID-JQS232>3.0.CO;2-U"	"McKeever, M.H., 1984. Comparative palynological studies of two lake sites in western Ireland and northwestern Spain. Master's thesis. Trinity College, Dublin, Ireland."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216021.4	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"SANABRIA"	"Neotoma"	2255	2335	"Sanabria Marsh"	42.1	-6.73333	1050	"Europe"	"Peat"	"Raw"	97	"AWI"	3	9	16742	174.3	16733	"Small marsh in former lake. Physiography: In a morraine at the head of the valley. Surrounding vegetation: Quercus pyrenaica in valley, heather."	"1981-05-01 00:00:00"	"Allen, J.R., Huntley, B. and Watts, W.A., 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science, 11(2), pp.125-147."	"https://doi.org/10.1002/(SICI)1099-1417(199603/04)11:2<125::AID-JQS232>3.0.CO;2-U"	"Hannon, G.E., 1985. Late Quaternary vegetation of Sanabria Marsh, North West Spain. Master's thesis. Trinity College, Dublin, Ireland."	NA	"Turner, C. and Hannon, G.E., 1988. Vegetational evidence for late Quaternary climatic changes in southwest Europe in relation to the influence of the North Atlantic Ocean. Philosophical Transactions of the Royal Society of London. B, Biological Sciences, 318(1191), pp.451-485."	"https://doi.org/10.1098/rstb.1988.0019"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"A159"	"Neotoma"	2960	3859	"Black Sea (Southwest 1)"	42.18417	28.91667	0	"Europe"	"Marine"	"Raw"	22	"AWI"	3	-67	13422	642.3	13489	"Marine core from southwest slope B.Sea."	NA	"Atanassova, J., 1995. Palynological data of three deep water cores from the western part of the Black Sea. In: Advances in Holocene Palaeoecology in Bulgaria ed. by E. Bozilova and S. Tonkov (pp.68-83). Pensoft Publ. Sofia-Moscow."	NA	"Atanassova, J., 1995. Dinoflagellate cysts of late Quaternary and recent sediments from the western Black Sea. Annual of the University of Sofia\" St. Kliment Ohridski\", Faculty of Biology, 87, pp.17-28."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"AF1974_neotoma"	"Neotoma"	2965	3865	"Abernethy Forest"	57.23528	-3.71056	221	"Europe"	"Peat"	"Raw"	49	"AWI"	7	6128	14126	166.6	7998	"Peat hollow in a small clearing of pine. Physiography: shallow valley in hummocky morraine. Surrounding vegetation: mire surrounded by Pinus woods + Betula."	NA	"Birks, H.H. and Mathewes, R.W., 1978. Studies in the vegetation history of Scotland. V. Late Devensian and early Flandrian pollen and macrofossil stratigraphy at Abernethy forest, Inverness-shire. New Phytologist, 80(2), pp.455-484."	"https://doi.org/10.1111/j.1469-8137.1978.tb01579.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AHOLAMMI"	"Neotoma"	2966	3866	"Aholammi"	61.8947	25.21692	114	"Europe"	"Lake"	"Raw"	46	"AWI"	3	-64	13290	296.8	13354	"Lake with mesic forest. Physiography: hilly morainic country. Surrounding vegetation: mesic spruce forest."	"1984-04-01 00:00:00"	"Koivula, L., 1987. Keski-Suomen viljelyhistoriaa : siitepolytutkimus viidesta Keski-Suomen kunnasta. Master's thesis. University of Jyvaskyla, Jyvaskyla, Finland."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53801.02	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"ALGENDAR"	"Neotoma"	2968	3868	"Algendar"	39.94056	3.958611	21	"Europe"	"Coast"	"Raw"	137	"AWI"	5	2303	10231	58.3	7928	"South coast of Minorca Island. Physiography: littoral core. Surrounding vegetation: Quercus ilex."	NA	"Yll, E.I., Perez-Obiol, R., Pantaleon-Cano, J. and Roure, J.M., 1995. Dinamica del paisaje vegetal en la vertiente mediterranea de la Peninsula Iberica e Islas Baleares desde el Tardiglaciar hasta el presente. In: Reconstruccion de Paleoambientes y cambios climaticos durante el Cuaternario, Centro de Ciencias Medio edition ed. by T. Aleixandre and A. Perez (pp.319-328). Madrid, Spain."	NA	"Yll, E.I., Perez-Obiol, R., Pantaleon-Cano, J. and Roure, J.M., 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research, 48(3), pp.339-347."	"https://doi.org/10.1006/qres.1997.1925"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ALLOS"	"Neotoma"	2969	3869	"Plan du Laus"	44.24167	6.702222	2121	"Europe"	"Stream"	"Raw"	71	"AWI"	7	922	11978	157.9	11056	"Meandring stream in a flat meadow. Physiography: glacial depression. Surrounding vegetation: larch on rocky slopes."	"1972-07-01 00:00:00"	"de Beaulieu, J.L., 1977. Contribution pollenanalytique a l'histoire tardiglaciaire et Holocene de la vegetation des Alpes meridionales francaices. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ALSA"	"Neotoma"	2970	3870	"Alsa"	43.11778	-4.01667	560	"Europe"	"Peat"	"Raw"	24	"AWI"	3	-67	4949	218.1	5016	"Peat bog. Physiography: the peat is situated on Trias. Surrounding vegetation: Ericaceae-Coniferous forest."	"1983-01-01 00:00:00"	"Mariscal, B., 1993. Variacion de la vegetacion Holocena (4300-280 BP) de Cantabria a traves del analisis polinico de la turbera del Alsa. Estudios Geologicos, 49(1-2), pp.63-68 (in Spanish)."	"https://doi.org/10.3989/egeol.93491-2338"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AMPOIX"	"Neotoma"	2972	3872	"Ampoix"	45.63333	2.933333	1015	"Europe"	"Peat"	"Raw"	120	"AWI"	5	874	12165	94.9	11291	"Mire. Physiography: Explosion crater (maar). Surrounding vegetation: Meadows."	"1985-01-01 00:00:00"	"de Beaulieu, J. and Goeury, C., 1987. Zonation automatique appliquee a l'analyse pollinique: exemple de la Narse d'Ampoix (Puy-de-Dome, France). Bulletin de l'Association Francaise pour l'Etude du Quaternaire, 24(1), pp.49-61 (in French)."	"https://doi.org/10.3406/quate.1987.1831"	"Juvigne, E. and Gewelt, M., 1987. La Narse d'Ampoix comme tephrostratotype dans la Chaine des Puys meridionale (France). Bulletin de l'Association Francaise pour l'Etude du Quaternaire, 24(1), pp.37-48 (in French)."	"https://doi.org/10.3406/quate.1987.1830"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
