"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"BI74MS12"	"Neotoma"	262	268	"Banks Island 74MS12"	72.37	-119.84	220	"Western North America"	"Lake"	"Raw"	33	"AWI"	3	257	12259	375.1	12002	"Small upland kettle lake. Physiography: morainal deposits of Jesse Till."	NA	"Gajewski, K., Mott, R.J., Ritchie, J.C. and Hadden, K., 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany, 78(4), pp.430-436."	"https://doi.org/10.1139/b00-018"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69677.83	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BI74MS15"	"Neotoma"	263	269	"Banks Island 74MS15"	73.53444	-120.209	120	"Western North America"	"Lake"	"Raw"	62	"AWI"	4	70	13085	213.4	13015	"Small lake in depression in Baker Till. Physiography: morainal deposits of Baker Till."	NA	"Gajewski, K., Mott, R.J., Ritchie, J.C. and Hadden, K., 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany, 78(4), pp.430-436."	"https://doi.org/10.1139/b00-018"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114909.8	"Google Earth"	"l, LW, L2,"
"LegacyPollen_1.0"	"BLAKTAIL"	"Neotoma"	273	279	"Blacktail Pond"	44.95611	-110.601	2012	"Western North America"	"Lake"	"Raw"	56	"AWI"	4	-22	16816	306.1	16838	"Blacktail Pond is situated in a remnant late-Pleistocene meltwater channel; surrounding vegetation is Pseudotsuga menziesii (Douglas-fir) parkland, which includes grassland and steppe communities dominated by Artemisia tridentata (big sagebrush), Festuca idahoensis (Idaho fescue), and Ericameria nauseosa (rabbitbrush)."	"1970-08-01 00:00:00"	"Gennett, J.A., 1977. Palynology and paleoecology of sediments from Blacktail Pond, northern Yellowstone Park, Wyoming. Master's thesis. University of Iowa, Iowa City, Iowa, USA."	NA	"Gennett, J.A. and Baker, R.G., 1986. A late quaternary pollen sequence from blacktail pond, Yellowstone national park, Wyoming, USA. Palynology, 10(1), pp.61-71."	"https://doi.org/10.1080/01916122.1986.9989303"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27375.53	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BOONE"	"Neotoma"	296	302	"Boone Lake"	55.575	-119.433	872	"Western North America"	"Lake"	"Raw"	72	"AWI"	7	-25	13961	197	13986	"Glacial montane lake. Physiography: glaciated mountain foothills. Surrounding vegetation: Picea mariana; Betula glandulosa, Salix."	"1978-03-01 00:00:00"	"White, J.M. and Mathewes, R.W., 1986. Postglacial vegetation and climatic change in the upper Peace River district, Alberta. Canadian Journal of Botany, 64(10), pp.2305-2318."	"https://doi.org/10.1139/b86-302"	"White, J.M., Mathewes, R.W. and Mathews, W.H., 1979. Radiocarbon dates from Boone Lake and their relation to the'Ice-free Corridor'in the Peace River District of Alberta, Canada. Canadian Journal of Earth Sciences, 16(9), pp.1870-1874."	"https://doi.org/10.1139/e79-171"	"White, J.M., Mathewes, R.W. and Mathews, W.H., 1985. Late Pleistocene chronology and environment of the \"Ice-Free Corridor\" of northwestern Alberta. Quaternary Research, 24(2), pp.173-186."	"https://doi.org/10.1016/0033-5894(85)90004-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1645155	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BUCKBEAN"	"Neotoma"	311	318	"Buckbean Fen"	44.29861	-110.261	2362	"Western North America"	"Peat"	"Raw"	59	"AWI"	5	-51	13895	240.4	13946	"Fen 5 m above Yellowstone Lake. Physiography: within former Yellowstone Lake shorelines. Surrounding vegetation: Pinus contorta forest."	NA	"Baker, R.G., 1976. Late Quaternary vegetation history of the Yellowstone Lake basin, Wyoming. United States Geological Survey Professional Paper 729-E."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"CARPLAKE"	"Neotoma"	336	343	"Carp Lake"	45.91806	-120.881	714	"Western North America"	"Lake"	"Raw"	88	"AWI"	13	-51	35994	414.3	36045	"Volcanic explosion crater. Physiography: hilly, local relief 100 m. Surrounding vegetation: open ponderosa pine forest."	"1981-01-01 00:00:00"	"Barnosky, C.W., 1983. Late-Quaternary vegetational and climatic history of southwestern Washington. Doctoral dissertation. University of Washington, Seattle, Washingtion, USA."	NA	"Barnosky, C.W., 1985. Late Quaternary vegetation in the southwestern Columbia basin, Washington. Quaternary Research, 23(1), pp.109-122."	"https://doi.org/10.1016/0033-5894(85)90075-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81944.07	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"CIELBLAN"	"Neotoma"	370	381	"Lac Ciel Blanc"	59.51667	-122.167	651	"Western North America"	"Lake"	"Raw"	24	"AWI"	5	-27	13073	569.6	13100	NA	"1983-04-09 00:00:00"	"MacDonald, G.M. and Cwynar, L.C., 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research, 15(6), pp.1039-1044."	"https://doi.org/10.1139/x85-168"	"MacDonald, G.M. and Cwynar, L.C., 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology, 79(2), pp.417-429."	"https://doi.org/10.2307/2260723"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	177078.6	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"CLEARWTR"	"Neotoma"	481	493	"Clearwater Lake"	50.87361	-107.933	686	"Western North America"	"Lake"	"Raw"	34	"AWI"	2	-53	7350	224.3	7403	"Closed depression, kettle lake. Physiography: Alberta high plains, moraine, kame. Surrounding vegetation: grassland lake bordered by Populus."	NA	"Mott, R.J., 1973. Palynological studies in central Saskatchewan: pollen stratigraphy from lake sediment sequences. Geological Survey of Canada, Ottawa, Ontario, Canada."	NA	"Ritchie, J.C., 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany, 54(15), pp.1793-1818."	"https://doi.org/10.1139/b76-194"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	560509	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"COPLEY"	"Neotoma"	494	506	"Copley Lake"	38.87213	-107.083	3250	"Western North America"	"Lake"	"Raw"	60	"AWI"	6	-30	16972	288.2	17002	"Montane glacial lake (water 1 m deep). Physiography: flat knoll on mountain slope. Surrounding vegetation: Picea engelmannii - Abies lasiocarpa."	NA	"Fall, P.L., 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA."	NA	"Fall, P.L., 1997. Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado. Geological Society of America Bulletin, 109(10), pp.1306-1320."	"https://doi.org/10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38977.66	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"COPPER"	"Neotoma"	495	507	"Coppermine Saddleback"	67.83333	-115.317	43	"Western North America"	"Lake"	"Raw"	47	"AWI"	4	-68	4173	92.2	4241	NA	NA	"Nichols, H., 1975. Palynological and paleoclimatic study of the late Quaternary displacements of the boreal forest-tundra ecotone in Keewatin and Mackenzie, N.W.T., Canada. Occasional Paper 15. Institute of Arctic and Alpine Research, University of Colorado, Boulder, Colorado, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110472.1	"Google Earth"	"9 lakes in 2 km radius averaged"
"LegacyPollen_1.0"	"COTTPASS"	"Neotoma"	501	514	"Cottonwood Pass Pond"	38.82873	-106.411	3670	"Western North America"	"Lake"	"Raw"	33	"AWI"	3	-22	9442	295.8	9464	"Alpine pond. Physiography: glaciated mountain pass. Surrounding vegetation: Salix, sedges and grasses."	NA	"Fall, P.L., 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA."	NA	"Fall, P.L., 1997. Timberline fluctuations and late Quaternary paleoclimates in the Southern Rocky Mountains, Colorado. Geological Society of America Bulletin, 109(10), pp.1306-1320."	"https://doi.org/10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1465.634	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"CRANELAK"	"Neotoma"	504	517	"Crane Lake"	36.52986	-112.149	2590	"Western North America"	"Lake"	"Raw"	23	"AWI"	3	-29	13995	637.5	14024	"Mature karst doline. Physiography: Kaibab Plateau. Surrounding vegetation: Pinus ponderosa, Pseudotsuga menziesii, with sparse Abies concolor. Picea engelmannii, P, pungens, and Populus tremuloides line the meadow edges."	NA	"Shafer, D.S., 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6658.711	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"CROWFOOT"	"Neotoma"	512	525	"Crowfoot Lake"	51.65	-116.42	1940	"Western North America"	"Lake"	"Raw"	47	"AWI"	13	-60	13565	296.2	13625	"Lake in glacial valley. Physiography: Mountains, outside Crowfoot Moraine. Surrounding vegetation: Picea engelmanii, Abies lasiocarpa."	NA	"Osborn, G., Clapperton, C., Davis, P.T., Reasoner, M., Rodbell, D.T., Seltzer, G.O. and Zielinski, G., 1995. Potential glacial evidence for the Younger Dryas event in the cordillera of North and South America. Quaternary Science Reviews, 14(9), pp.823-832."	"https://doi.org/10.1016/0277-3791(95)00064-X"	"Reasoner, M.A., 1996. Late Quaternary alpine and sub-alpine lacustrine records: Canadian and Colorado Rocky Mountains. Doctoral dissertation. University of Alberta, Edmonton, Alberta, Canada."	NA	"Reasoner, M.A., Osborn, G. and Rutter, N.W., 1994. Age of the Crowfoot advance in the Canadian Rocky Mountains: A glacial event coeval with the Younger Dryas oscillation. Geology, 22(5), pp.439-442."	"https://doi.org/10.1130/0091-7613(1994)022<0439:AOTCAI>2.3.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	229637.6	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"CROWSNES"	"Neotoma"	513	527	"Crowsnest Lake"	68.33	-146.46	881	"Western North America"	"Lake"	"Raw"	67	"AWI"	4	69	12594	189.8	12525	"Morainally dammed lake. Physiography: high mountain valley. Surrounding vegetation: birch shrub tundra."	"1982-07-01 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	512423.2	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"CUBID"	"Neotoma"	520	534	"Cub Lake"	44.125	-111.183	1840	"Western North America"	"Lake"	"Raw"	26	"AWI"	2	-63	17402	698.6	17465	"Shallow lake. Physiography: west slope Yellowstone Plateau. Surrounding vegetation: lodgepole pine, Douglas fir."	"1969-01-01 00:00:00"	"Baker, R.G., 1983. Holocene vegetational history of the western United States. In: Late-Quaternary environments of the United States. Volume 2. the Holocene ed. by Wright Jr, H.E. (pp.109-127). University of Minnesota Press. Minneapolis, USA."	NA	"Bender, M.M., Bryson, R.A. and Baerreis, D.A., 1971. University of Wisconsin radiocarbon dates IX. Radiocarbon, 13(2), pp.475-486."	"https://doi.org/10.1017/S0033822200008584"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19099	"Google Earth"	"2 lakes in 0.5 km radius averaged"
"LegacyPollen_1.0"	"CYGNET"	"Neotoma"	528	543	"Cygnet Lake Fen"	44.65	-110.6	2530	"Western North America"	"Peat"	"Raw"	32	"AWI"	8	-57	18016	583	18073	"Fen marginal to glacial scour lake. Physiography: Yellowstone Plateau. Surrounding vegetation: Pinus contorta forest."	NA	"Whitlock, C., 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs, 63(2), pp.173-198."	"https://doi.org/10.2307/2937179"	"Whitlock, C. and Bartlein, P.J., 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research, 39(2), pp.231-238."	"https://doi.org/10.1006/qres.1993.1026"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"DAVIS_neotoma"	"Neotoma"	534	550	"Davis Lake"	46.59167	-122.25	282	"Western North America"	"Lake"	"Raw"	75	"AWI"	17	37	29406	396.9	29369	"Lake. Physiography: Puget Sound lowland. Surrounding vegetation: Psuedotsuga with Tsuga and Thuja."	"1978-01-01 00:00:00"	"Barnosky, C.W., 1981. A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington. Quaternary Research, 16(2), pp.221-239."	"https://doi.org/10.1016/0033-5894(81)90046-6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"DEAD5826"	"Neotoma"	655	671	"Toadlena Lake [Dead Man Lake]"	36.2372	-108.953	2759	"Western North America"	"Lake"	"Raw"	66	"AWI"	3	24497	32816	128	8319	"Sandstone depression formed by piping. Physiography: crest of the Chuska Mountains. Surrounding vegetation: Pinus ponderosa forest."	"1958-01-01 00:00:00"	"Bent, A.M., 1960. Pollen analysis of Deadman Lake, Chuska Mountains, New Mexico. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA."	NA	"Wright Jr, H.E., 1964. Origin of the lakes in the Chuska Mountains, northwestern New Mexico. Geological Society of America Bulletin, 75(7), pp.589-598."	"https://doi.org/10.1130/0016-7606(1964)75[589:OOTLIT]2.0.CO;2"	"Wright Jr, H.E., Bent, A.M., Spross Hansen, B. and Maher Jr, L.J., 1973. Present and past vegetation of the Chuska Mountains, northwestern New Mexico. Geological Society of America Bulletin, 84(4), pp.1155-1180."	"https://doi.org/10.1130/0016-7606(1973)84<1155:PAPVOT>2.0.CO;2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160624.5	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"DEMAIN"	"Neotoma"	660	678	"Lac Demain"	62.05	-118.7	745	"Western North America"	"Lake"	"Raw"	23	"AWI"	5	-33	14073	641.2	14106	"Depression in ground moraine. Physiography: ground moraine. Surrounding vegetation: Picea mariana-Sphagnum muskeg."	"1982-04-17 00:00:00"	"MacDonald, G.M., 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Doctoral dissertation. University of Toronto, Toronto, Ontario, Canada."	NA	"MacDonald, G.M., 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research, 28(2), pp.245-262."	"https://doi.org/10.1016/0033-5894(87)90063-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129019.6	"GIS"	"l, LW, L2,"
"LegacyPollen_1.0"	"DINKEY"	"Neotoma"	673	693	"Dinkey Meadow"	37	-119.083	1683	"Western North America"	"Meadow"	"Raw"	15	"AWI"	3	-43	5661	407.4	5704	"Small clearing along Dinkey Creek. Physiography: Sierra Nevada Mountain Range. Surrounding vegetation: Lodgepole Pine, White Fir, Sugar Pine."	"1985-09-01 00:00:00"	"Anderson, R.S., 1987. Late-Quaternary environments of the Sierra Nevada, California. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA."	NA	"Davis, O.K. and Moratto, M.J., 1988. Evidence for a warm dry early Holocene in the western Sierra Nevada of California: Pollen and plant macrofossil analysis of Dinkey and Exchequer Meadows. Madrono, 35(2), pp.132-149."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chenhzi: publication. Lake shapes: ? special type: meadow?"
"LegacyPollen_1.0"	"DIVIDE"	"Neotoma"	681	701	"Divide Lake"	43.95	-110.23	2628	"Western North America"	"Lake"	"Raw"	23	"AWI"	4	-49	14591	665.5	14640	"Glacial scour lake. Physiography: Pinyon Peak Highlands. Surrounding vegetation: Picea-Abies-Pinus albicaulis forest."	"1985-08-01 00:00:00"	"Steventon, R.L. and Kutzbach, J.E., 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon, 29(3), pp.397-415."	"https://doi.org/10.1017/S0033822200043794"	"Steventon, R.L. and Kutzbach, J.E., 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon, 30(3), pp.367-383."	"https://doi.org/10.1017/S0033822200044416"	"Whitlock, C., 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs, 63(2), pp.173-198."	"https://doi.org/10.2307/2937179"	"Whitlock, C. and Bartlein, P.J., 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research, 39(2), pp.231-238."	"https://doi.org/10.1006/qres.1993.1026"	NA	NA	NA	NA	NA	NA	NA	NA	21019.21	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"DOME"	"Neotoma"	699	719	"Dome Creek Meadow"	40.02417	-107.051	3165	"Western North America"	"Peat"	"Raw"	29	"AWI"	4	65	12690	450.9	12625	"Sedge meadow. Physiography: Colorado Front Range. Surrounding vegetation: Spruce/Betula/Salix/Ribes/Rosa/."	"1993-07-02 00:00:00"	"Feiler, E.J., Anderson, R.S. and Koehler, P.A., 1997. Late Quaternary Paleoenvironments of the White River Plateau, Colorado, U.S.A. Arctic and Alpine Research, 29(1), pp.53-62."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"EAGLENES"	"Neotoma"	759	778	"Eaglenest Lake"	57.75	-112.09	725	"Western North America"	"Lake"	"Raw"	52	"AWI"	7	-27	14234	279.6	14261	"Large, flat-bottomed lake. Physiography: Birch Mountain Upland - rolling moraine. Surrounding vegetation: Picea mariana."	"1982-04-24 00:00:00"	"Vance, R.E., 1986. Pollen stratigraphy of Eaglenest Lake, northeastern Alberta. Canadian Journal of Earth Sciences, 23(1), pp.11-20."	"https://doi.org/10.1139/e86-002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	462773.7	"GIS"	"l, LW, L2,"
