/* DATA DESCRIPTION:
	Quercus [#] (Que) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Ranunculaceae [#] (Ranae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Rhinanthus [#] (Rhi) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Rosaceae [#] (Rosae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Rubiaceae [#] (Rubae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Salix [#] (Sal) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Sanguisorba officinalis [#] (San.o) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Saxifraga oppositifolia-type [#] (Sax.o-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Saxifragaceae [#] (Saxae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Scabiosa [#] (Sca) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Sparganium-type [#] (Spa-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Stachys-type [#] (Sta-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Succisa [#] (Suc) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Taxus [#] (Tax) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Thalictrum [#] (Tha) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Tilia [#] (Til) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Trifolium-type [#] (Tri-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Ulmus [#] (Ulm) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Urtica [#] (Urt) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Valeriana officinalis [#] (Val.o) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Vicia-type [#] (Vic-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Viscum [#] (Vis) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Botrychium [#] (Bot) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Lycopodium annotinum [#] (Lyc.a) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Lycopodium clavatum [#] (Lyc.c) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Selaginella [#] (Sel) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Sphagnum [#] (Sph) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Botryococcus [#] (Bot) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Pediastrum [#] (Pdi) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Armeria maritima (type B) [#] (Arm.m.TB) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Pinus cembra [#] (Pin.c) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Varia [#] (Varia) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Armeria maritima (type A) [#] (Arm.m-TA) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Hippophae rhamnoides [#] (Hip.r) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Rumex-type [#] (Rum-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Saxifraga hirsuta-type [#] (Sxi.h-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Gentianella campestris-type [#] (Gen.c-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Valeriana dioica [#] (Val.d) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Bruckenthalia [#] (Brk) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Cichorioideae [#] (Cicoid) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Apiaceae [#] (Apiae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Fabaceae [#] (Fabae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Brassicaceae [#] (Braae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Ranunculus aquatilis-type [#] (Rau.a-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Cerealia [#] (Crl) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Plantago major/media-type [#] (Pla.m/m-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Cannabis/Humulus [#] (Can/Hum) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Asteraceae [#] (Astae) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Cryptogramma [#] (Cry) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Osmunda [#] (Osmu) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Lycopodium inundatum [#] (Lyc.in) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
	Diphasiastrum alpinum-type [#] (Dipt.a-T) * PI: Müller, Ulrich C (ulrich_c.mueller@yahoo.de) * METHOD/DEVICE: Counting, palynology
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	16393 data points
*/
Depth sed [m]	Abi [#]	Ace [#]	Aln [#]	Art [#]	Bet [#]	Bux [#]	Cam [#]	Car [#]	Cphae [#]	Cen.m-T [#]	Cheae [#]	Cor [#]	Cypae [#]	Dro [#]	Eph.d [#]	Eriae [#]	Eupae [#]	Fag [#]	Flp [#]	Frx [#]	Gen [#]	Genae [#]	Graae [#]	Hed [#]	Hel [#]	Ile [#]	Jun [#]	Lar [#]	Ltt.u [#]	Mel [#]	Mey.t [#]	Myo.a [#]	Myo.s [#]	Myo.v [#]	Nym [#]	Onb-T [#]	Pic [#]	Pin [#]	Pla.l [#]	Pla.m-T [#]	Poe [#]	Pol.i [#]	Pol.b [#]	Pop [#]	Pti-T [#]	Que [#]	Ranae [#]	Rhi [#]	Rosae [#]	Rubae [#]	Sal [#]	San.o [#]	Sax.o-T [#]	Saxae [#]	Sca [#]	Spa-T [#]	Sta-T [#]	Suc [#]	Tax [#]	Tha [#]	Til [#]	Tri-T [#]	Ulm [#]	Urt [#]	Val.o [#]	Vic-T [#]	Vis [#]	Bot [#]	Lyc.a [#]	Lyc.c [#]	Sel [#]	Sph [#]	Bot [#]	Pdi [#]	Arm.m.TB [#]	Pin.c [#]	Varia [#]	Arm.m-TA [#]	Hip.r [#]	Rum-T [#]	Sxi.h-T [#]	Gen.c-T [#]	Val.d [#]	Brk [#]	Cicoid [#]	Apiae [#]	Fabae [#]	Braae [#]	Rau.a-T [#]	Crl [#]	Pla.m/m-T [#]	Can/Hum [#]	Astae [#]	Cry [#]	Osmu [#]	Lyc.in [#]	Dipt.a-T [#]
0.100	3	0	17	2	33	0	0	2	0	0	1	9	14	0	0	13	0	21	0	1	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	27	322	5	0	0	0	0	0	0	9	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	1	5	2	1	1	8	0	0	0	0	0	0	0
0.200	4	2	81	4	83	0	1	18	0	0	0	93	6	0	0	7	0	198	0	3	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	20	71	4	0	0	1	0	0	0	53	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	4	0
0.300	10	1	115	0	97	0	0	6	0	0	2	60	14	0	0	0	0	177	0	11	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	15	22	2	0	0	0	0	0	1	33	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0
0.400	9	2	155	7	235	0	0	10	0	0	1	96	35	0	0	2	0	289	2	16	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	0	10	47	7	1	0	0	0	2	0	68	2	0	0	1	6	0	0	0	0	0	0	0	2	1	3	0	4	9	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	11	0	1	3	0	0	0	0
0.500	10	1	93	5	205	0	0	3	0	0	1	48	7	0	0	0	0	155	2	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	1	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
0.600	7	0	77	5	55	0	0	2	0	0	0	42	13	0	0	0	0	254	0	6	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	9	1	0	0	0	1	1	22	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	8	0	1	1	0	0	0	0
0.800	3	0	106	3	75	0	0	1	0	0	0	55	7	0	0	0	0	255	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	1	0	0	0	0	1	22	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
0.900	5	0	112	3	77	0	0	5	0	0	0	76	20	0	0	0	0	390	0	18	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	2	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0	0
1.000	1	0	56	1	44	0	0	0	0	0	1	41	12	0	0	1	0	220	1	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	1	0	0	0	0	0	1	11	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	8	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.100	1	0	73	2	50	0	0	0	0	0	0	47	8	0	0	5	0	220	2	12	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1.200	6	1	111	0	43	0	0	0	0	0	0	93	13	0	0	5	0	455	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	27	1	0	0	0	0	1	1	28	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	0	1	0	0	0	0	0
1.300	0	1	75	1	56	0	0	0	0	0	0	49	16	0	0	4	0	174	1	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	1	0	0	0	0	0	0	11	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
1.400	2	0	89	1	148	0	0	2	0	0	0	57	13	0	0	3	0	153	2	6	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	4	0	0	0	0	0	0	37	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
1.500	5	0	78	1	38	0	0	0	0	0	0	73	14	0	0	0	0	218	0	23	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	1	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	57	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1.600	1	0	47	0	46	0	0	0	0	0	0	65	2	0	0	0	0	140	0	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	19	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1.700	6	2	69	0	47	0	0	0	0	0	0	79	10	0	0	0	0	337	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	39	1	0	3	0	2	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1.800	2	3	67	0	61	0	0	0	0	0	0	55	7	0	0	5	0	277	1	15	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.900	4	0	36	0	61	0	0	0	0	0	0	56	11	0	0	1	0	89	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	118	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2.000	0	0	31	1	43	0	2	0	0	0	1	37	8	0	0	6	0	48	0	12	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	7	23	2	0	0	0	0	0	0	55	3	0	2	2	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
2.100	2	1	88	1	259	0	0	0	0	0	0	116	12	0	0	6	0	43	1	27	0	0	32	0	1	0	0	0	0	1	0	0	0	0	0	0	9	20	0	0	0	0	0	0	0	139	0	0	4	3	1	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
2.200	1	0	59	1	209	0	0	0	0	0	0	83	9	0	0	7	1	17	0	21	0	0	43	2	0	0	0	0	0	0	0	0	0	0	0	0	15	26	0	0	0	0	0	0	0	97	1	0	4	1	0	0	0	0	0	0	0	0	0	0	9	0	24	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0
2.300	0	0	9	0	112	0	0	0	0	0	0	50	22	0	0	7	0	2	1	16	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	76	5	0	6	8	0	0	0	0	0	0	0	0	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
2.400	1	0	13	2	111	0	1	0	0	0	0	46	11	1	0	1	0	4	2	19	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	3	17	0	0	0	0	0	0	0	95	2	0	6	3	0	0	0	0	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
2.500	0	1	33	1	148	0	1	0	1	0	0	82	15	0	0	8	0	2	3	30	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0	0	111	4	0	14	3	0	0	0	0	0	0	0	0	0	0	9	0	39	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0
2.600	1	2	8	2	77	0	0	0	0	0	0	101	33	0	0	0	0	1	2	8	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	4	25	0	0	0	0	0	0	2	73	2	0	5	0	0	1	0	0	0	0	0	0	0	0	7	0	11	0	1	0	0	0	0	0	0	38	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2.650	1	1	5	1	91	0	1	0	1	0	0	168	12	0	0	0	0	1	2	5	0	0	37	1	0	0	0	0	0	0	0	1	0	0	0	0	4	34	0	0	0	0	0	0	4	66	1	0	13	1	0	0	0	0	0	0	0	0	0	1	5	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0
2.700	0	0	0	3	47	0	0	0	0	0	0	57	264	0	0	0	0	0	4	5	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	25	5	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2.750	0	0	2	5	212	0	0	0	0	0	0	37	127	0	0	0	0	0	9	0	0	0	41	0	0	0	0	0	0	0	1	2	0	0	0	0	0	312	0	0	0	0	0	0	9	1	8	0	27	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2.800	0	0	0	6	24	0	0	0	0	0	0	2	282	0	0	0	0	0	1	1	0	0	75	0	0	0	9	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	2	2	0	1	6	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
