/* DATA DESCRIPTION:
Citation:	Kern, Oliver A (2021): Percentages of pollen data from late MIS 6 to MIS 1 from Füramoos, Southern Germany. PANGAEA, https://doi.org/10.1594/PANGAEA.934305
	Euphorbiaceae [%] (Euphorbiaceae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Fagus [%] (Fagus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Filipendula [%] (Flp) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Frangula alnus [%] (F. alnus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Fraxinus [%] (Frx) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Gentiana [%] (Gentiana) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Geranium [%] (Ger) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Hedera [%] (Hedera) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Helianthemum [%] (Hel) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Hippophae [%] (Hipp) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Ilex [%] (Ilex) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Juglans [%] (Juglans) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Juniperus [%] (Jun) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Larix [%] (Lar) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Ligustrum vulgare [%] (L. vulgare) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Limonium [%] (Limonium) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Linum-type [%] (Linum-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Matricaria-type [%] (Mtr-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Menyanthes trifoliata [%] (M. trifoliata) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Mercurialis-type [%] (Mercurialis-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Microthyrium [%] (Microthyrium) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Spores, monolete [%] (monolete) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Mougeotia [%] (Mougeotia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Myriophyllum [%] (Myriophyllum) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Nuphar [%] (Nup) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Nymphaea [%] (Nym) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Onagraceae [%] (Onagraceae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Oxalis stricta [%] (O. stricta) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Pediastrum [%] (Ped) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Picea [%] (Picea) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Pinguicola-type [%] (Pinguicola-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Pinus [%] (Pinus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Plantaginaceae [%] (Plantaginaceae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Poaceae [%] (Poac) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Polemonium [%] (Poe) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Polygonum-type [%] (Polygonum-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Populus [%] (Populus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Potentilla [%] (Pti) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Quercus [%] (Quercus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Ranunculus acris-type [%] (R. acris-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Ranunculus arvensis-type [%] (R. arvensis-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Rosaceae [%] (Rosae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Rubiaceae [%] (Rubae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Rumex acetosa [%] (R. acetosa) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Salix [%] (Salix) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Saxifraga [%] (Sax) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Scabiosa [%] (Scabiosa) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Scilloideae [%] (Scilloideae) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Scrophularia [%] (Scrophularia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Senecio-type [%] (Senecio-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Sparganium [%] (Sparganium) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Stachys alpina [%] (S. alpina) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Succisa [%] (Succisa) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Symphytum [%] (Symphytum) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Taxus [%] (Tax) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Thalictrum [%] (Tha) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Tilia [%] (Tilia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Tilletia spaghni [%] (T. spaghni) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Trifolium-type [%] (Trifolium-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Spores, trilete [%] (trilete) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Typha latifolia [%] (T. latifolia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Ulmus [%] (Ulmus) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Urtica [%] (Urt) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Utricularia [%] (Utricularia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Valeriana-type [%] (Valeriana-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Varia [%] (Varia) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Viscum album [%] (V. album) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
	Zygnema-type [%] (Zygnema-T) * PI: Kern, Oliver A (https://orcid.org/0000-0002-9959-3509, oliver.kern@geow.uni-heidelberg.de)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	57240 data points
*/
Event	Core	Sect	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	AP [%]	NAP [%]	Pollen te [%]	Pollen bo [%]	Pollen pioneer [%]	Pollen steppe [%]	Grasses [%]	Lyc [%]	Abies [%]	Ace [%]	Alnus [%]	Apiaceae [%]	Arm [%]	Artemisia [%]	Asterac [%]	Betula [%]	Bot [%]	Brassicac [%]	Buxus [%]	C. angusticollis [%]	Campanulaceae [%]	Car [%]	Cphae [%]	Castanea [%]	Centaurea [%]	Cerealia [%]	Cerinthe [%]	Chenopod [%]	C. vulgare [%]	Corylus [%]	Cre-T [%]	Cyperac [%]	Drosera [%]	E. lobata [%]	E. distachya-T [%]	Eph.f-T [%]	Ericac [%]	Euphorbiaceae [%]	Fagus [%]	Flp [%]	F. alnus [%]	Frx [%]	Gentiana [%]	Ger [%]	Hedera [%]	Hel [%]	Hipp [%]	Ilex [%]	Juglans [%]	Jun [%]	Lar [%]	L. vulgare [%]	Limonium [%]	Linum-T [%]	Mtr-T [%]	M. trifoliata [%]	Mercurialis-T [%]	Microthyrium [%]	monolete [%]	Mougeotia [%]	Myriophyllum [%]	Nup [%]	Nym [%]	Onagraceae [%]	O. stricta [%]	Ped [%]	Picea [%]	Pinguicola-T [%]	Pinus [%]	Plantaginaceae [%]	Poac [%]	Poe [%]	Polygonum-T [%]	Populus [%]	Pti [%]	Quercus [%]	R. acris-T [%]	R. arvensis-T [%]	Rosae [%]	Rubae [%]	R. acetosa [%]	Salix [%]	Sax [%]	Scabiosa [%]	Scilloideae [%]	Scrophularia [%]	Senecio-T [%]	Sparganium [%]	S. alpina [%]	Succisa [%]	Symphytum [%]	Tax [%]	Tha [%]	Tilia [%]	T. spaghni [%]	Trifolium-T [%]	trilete [%]	T. latifolia [%]	Ulmus [%]	Urt [%]	Utricularia [%]	Valeriana-T [%]	Varia [%]	V. album [%]	Zygnema-T [%]
FU-2017	FU1	0-1	0.02	0.020	0.07	90.4	9.6	19.6	70.8	22.6	0.0	8.6	65.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	22.3	0.7	0.0	0.0	0.0	0.0	0.7	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.3	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.2	0.0	9.3	0.0	7.3	0.0	0.0	0.0	0.0	2.7	0.3	0.0	0.3	0.3	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0
FU-2017	FU1	0-1	0.04	0.040	0.14	92.3	7.7	14.3	77.1	38.1	0.0	3.6	23.0	0.3	0.0	7.7	0.0	0.0	0.0	0.0	36.7	0.0	0.3	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.6	0.3	0.0	0.0	1.9	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.6	0.0	27.9	0.0	12.6	1.1	3.6	0.0	0.0	0.0	0.0	1.9	0.3	0.0	0.6	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.6	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.3	0.0	0.0	1.1	0.0	0.0
FU-2017	FU1	0-1	0.06	0.060	0.21	93.7	6.3	10.0	82.3	30.1	0.3	3.2	21.0	0.5	0.0	4.5	0.0	0.0	0.0	0.0	28.5	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.0	1.1	0.5	0.3	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.7	0.0	8.1	0.8	2.9	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.3	0.5	0.0	1.3	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.8	0.0	0.0
FU-2017	FU1	0-1	0.08	0.080	0.28	75.1	24.9	29.0	44.5	16.5	0.3	13.7	13.0	0.3	0.3	5.0	0.3	0.0	0.3	0.0	14.6	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.0	0.0	5.3	0.0	1.2	0.0	0.6	0.0	0.0	7.5	0.0	10.6	0.0	0.0	0.9	0.0	0.0	0.0	0.0	1.2	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.9	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	15.0	0.9	12.5	0.0	0.0	0.0	0.0	5.6	0.9	0.0	0.3	0.6	0.6	0.3	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0
FU-2017	FU1	0-1	0.10	0.100	0.35	53.1	46.9	30.6	22.2	6.1	0.0	20.7	15.0	0.0	0.0	5.4	0.3	0.0	0.0	0.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.3	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0	0.0	23.8	0.0	17.7	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8	0.0	11.7	0.3	19.0	0.0	0.0	0.0	0.0	4.4	1.3	0.0	1.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	1.0	4.8	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0
FU-2017	FU1	0-1	0.12	0.120	0.43	60.7	39.3	41.0	19.7	12.3	0.0	24.7	16.0	0.3	0.0	5.8	0.7	0.0	0.0	0.0	8.9	0.0	0.3	0.0	0.0	0.0	1.4	0.0	0.0	0.0	1.4	0.0	0.0	0.0	4.8	0.3	4.9	0.0	0.0	0.0	0.0	15.7	0.0	15.4	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	6.0	1.0	19.8	0.0	0.0	0.0	0.0	8.9	0.3	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0
FU-2017	FU4	0-1	0.21	0.130	0.46	58.5	41.5	33.6	24.6	10.5	0.0	16.6	4.0	0.0	0.0	6.0	0.6	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	1.3	0.0	0.0	0.0	4.4	0.0	4.8	0.0	0.0	0.0	0.0	23.8	0.0	13.9	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	11.1	2.5	11.7	0.0	0.6	0.0	0.0	6.3	0.6	0.0	1.0	0.6	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.9	0.0	4.8	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0
FU-2017	FU1	0-1	0.14	0.140	0.50	78.8	21.2	45.0	32.0	19.7	0.6	10.4	9.0	0.0	0.0	10.1	0.0	0.0	0.3	0.0	17.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	2.1	0.0	0.3	0.0	9.2	0.0	1.8	0.0	0.0	0.0	0.0	6.3	0.0	17.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3	0.0	8.8	3.3	8.6	0.0	0.0	0.0	0.0	5.4	0.3	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.3	12.7	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0
